ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
084211	002	TABLET;ORAL	500MG	0	PROBENECID	PROBENECID	0
084214	002	TABLET;ORAL	25MG	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
084215	001	TABLET;ORAL	0.625MG	0	EVEX	ESTROGENS, ESTERIFIED	0
084217	001	TABLET;ORAL	500MG	0	CHLOROTHIAZIDE	CHLOROTHIAZIDE	0
084217	002	TABLET;ORAL	250MG	0	CHLOROTHIAZIDE	CHLOROTHIAZIDE	0
084218	001	CREAM;TOPICAL	1%	0	KWELL	LINDANE	0
084218	002	LOTION;TOPICAL	1%	0	KWELL	LINDANE	0
084219	001	SHAMPOO;TOPICAL	1%	0	KWELL	LINDANE	0
084220	001	TABLET;ORAL	200MG	0	MEPROBAMATE	MEPROBAMATE	0
084225	001	CAPSULE;ORAL	100MG	0	SECOBARBITAL SODIUM	SECOBARBITAL SODIUM	0
084230	001	TABLET;ORAL	600MG	0	MEPROBAMATE	MEPROBAMATE	0
084231	002	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084238	001	TABLET;ORAL	100MG	0	SODIUM PENTOBARBITAL	PENTOBARBITAL SODIUM	0
084246	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
084264	001	TABLET;ORAL	1MG	0	CYANOCOBALAMIN	CYANOCOBALAMIN	0
084267	001	TABLET;ORAL	4MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084268	001	TABLET;ORAL	8MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084270	001	TABLET;ORAL	4MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084274	001	TABLET;ORAL	600MG	0	MEPROBAMATE	MEPROBAMATE	0
084275	001	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
084276	002	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084277	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084279	001	TABLET;ORAL	0.5MG;500MG	1	COL-PROBENECID	COLCHICINE; PROBENECID	1
084280	001	CAPSULE;ORAL	500MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084282	001	INJECTABLE;INJECTION	EQ 4MG PHOSPHATE/ML	0	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	0
084285	001	CAPSULE;ORAL	10MG	0	DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE	1
084286	001	TABLET;ORAL	2MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084287	001	TABLET;BUCCAL, SUBLINGUAL	10MG	0	METHYLTESTOSTERONE	METHYLTESTOSTERONE	0
084291	001	TABLET;ORAL	25MG;15MG;0.1MG	0	HYDRALAZINE HYDROCHLORIDE, HYDROCHLOROTHIAZIDE AND RESERPINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE	0
084294	001	TABLET;ORAL	100MG;1MG	1	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE	0
084300	001	SOLUTION/DROPS;OPHTHALMIC	0.2%;1%	1	CYCLOMYDRIL	CYCLOPENTOLATE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE	1
084305	001	SOLUTION/DROPS;OPHTHALMIC	0.5%	1	MYDRIACYL	TROPICAMIDE	1
084306	001	SOLUTION/DROPS;OPHTHALMIC	1%	1	MYDRIACYL	TROPICAMIDE	1
084307	001	INJECTABLE;INJECTION	50MG/ML	1	PHENYTOIN SODIUM	PHENYTOIN SODIUM	1
084310	001	TABLET;ORAL	25MG	0	METHYLTESTOSTERONE	METHYLTESTOSTERONE	0
084312	001	TABLET;ORAL	10MG	0	METHYLTESTOSTERONE	METHYLTESTOSTERONE	0
084315	001	INJECTABLE;INJECTION	EQ 8MG BASE/ML	0	DEXAMETHASONE ACETATE	DEXAMETHASONE ACETATE	0
084316	001	INJECTABLE;INJECTION	50MG/ML	0	DIMENHYDRINATE	DIMENHYDRINATE	0
084318	001	TABLET;ORAL	2MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084319	001	TABLET;ORAL	4MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084320	001	TABLET;ORAL	8MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084321	001	TABLET;ORAL	0.5MG;500MG	0	PROBENECID AND COLCHICINE	COLCHICINE; PROBENECID	0
084324	001	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084325	001	TABLET;ORAL	25MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084327	001	TABLET;ORAL	0.75MG	0	DEXAMETHASONE	DEXAMETHASONE	0
084340	001	TABLET;ORAL	4MG	0	TRIAMCINOLONE	TRIAMCINOLONE	0
084343	001	LOTION;TOPICAL	0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	KENALOG	TRIAMCINOLONE ACETONIDE	0
084343	002	LOTION;TOPICAL	0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	KENALOG	TRIAMCINOLONE ACETONIDE	0
084349	001	CAPSULE;ORAL	30MG EXTENDED	1	DILANTIN	PHENYTOIN SODIUM	1
084349	002	CAPSULE;ORAL	100MG EXTENDED	1	DILANTIN	PHENYTOIN SODIUM	1
084351	001	TABLET;ORAL	4MG	0	BROMPHENIRAMINE MALEATE	BROMPHENIRAMINE MALEATE	0
084360	001	TABLET;ORAL	300MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084362	001	TABLET;ORAL	500MG	0	GLUTETHIMIDE	GLUTETHIMIDE	0
084363	001	TABLET;ORAL	2MG	0	TRIHEXYPHENIDYL HYDROCHLORIDE	TRIHEXYPHENIDYL HYDROCHLORIDE	1
084364	001	TABLET;ORAL	5MG	0	TRIHEXYPHENIDYL HYDROCHLORIDE	TRIHEXYPHENIDYL HYDROCHLORIDE	1
084386	001	INJECTABLE;INJECTION	0.25MG/ML	0	DIGOXIN	DIGOXIN	0
084393	001	OINTMENT;TOPICAL	0.2%	0	NITROFURAZONE	NITROFURAZONE	0
084394	001	LOTION/SHAMPOO;TOPICAL	2.5%	0	SELENIUM SULFIDE	SELENIUM SULFIDE	0
084402	001	TABLET;ORAL	5MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084403	001	CAPSULE;ORAL	375MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084408	001	TABLET;ORAL	10MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084417	001	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
084426	002	TABLET;ORAL	5MG	0	PREDNISOLONE	PREDNISOLONE	0
084427	001	TABLET, CHEWABLE;ORAL	50MG	1	DILANTIN	PHENYTOIN	1
084436	001	CREAM;VAGINAL	0.01%	0	ESTRAGUARD	DIENESTROL	0
084437	001	TABLET;ORAL	25MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084439	001	TABLET;ORAL	1MG	0	PREDNISOLONE	PREDNISOLONE	0
084439	002	TABLET;ORAL	2.5MG	0	PREDNISOLONE	PREDNISOLONE	0
084439	003	TABLET;ORAL	5MG	0	PREDNISOLONE	PREDNISOLONE	0
084440	001	TABLET;ORAL	1MG	0	PREDNISONE	PREDNISONE	0
084440	002	TABLET;ORAL	2.5MG	0	PREDNISONE	PREDNISONE	0
084440	003	TABLET;ORAL	5MG	0	PREDNISONE	PREDNISONE	0
084441	001	TABLET;ORAL	25MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084442	004	TABLET;ORAL	500MG	0	PROBENECID	PROBENECID	1
084443	001	TABLET;ORAL	10MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084445	001	CAPSULE;ORAL	325MG;30MG	1	PHENAPHEN W/ CODEINE NO. 3	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084446	001	CAPSULE;ORAL	325MG;60MG	1	PHENAPHEN W/ CODEINE NO. 4	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084448	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084449	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084466	001	TABLET;ORAL	25MG;0.125MG	0	HYDROCHLOROTHIAZIDE W/ RESERPINE	HYDROCHLOROTHIAZIDE; RESERPINE	0
084467	001	TABLET;ORAL	50MG;0.125MG	0	HYDROCHLOROTHIAZIDE W/ RESERPINE	HYDROCHLOROTHIAZIDE; RESERPINE	0
084468	001	TABLET;ORAL	4MG	0	BROMPHENIRAMINE MALEATE	BROMPHENIRAMINE MALEATE	0
084469	002	TABLET;ORAL	50MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084471	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084472	001	TABLET;ORAL	1MG	0	FOLIC ACID	FOLIC ACID	0
084476	001	SOLUTION/DROPS;OTIC	2%;0.79%	1	DOMEBORO	ACETIC ACID, GLACIAL; ALUMINUM ACETATE	0
084486	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084488	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084492	001	INJECTABLE;INJECTION	50MG/ML	0	PREDNISOLONE ACETATE	PREDNISOLONE ACETATE	0
084499	001	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ESTRACE	ESTRADIOL	0
084500	001	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ESTRACE	ESTRADIOL	0
084503	001	TABLET;ORAL	50MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084504	001	TABLET;ORAL	25MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084505	001	CAPSULE;ORAL	10MG	0	DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE	0
084506	001	CAPSULE;ORAL	25MG	0	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE	0
084514	001	TABLET;ORAL	200MG	0	DILOR	DYPHYLLINE	0
084535	001	EMULSION;TOPICAL	50%	0	BENZYL BENZOATE	BENZYL BENZOATE	0
084540	001	TABLET;ORAL	100MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084549	001	TABLET;ORAL	200MG	0	QUINIDINE SULFATE	QUINIDINE SULFATE	0
084553	002	CAPSULE;ORAL	389MG;32.4MG;65MG	0	COMPOUND 65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE	0
084554	001	TABLET;ORAL	25MG	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
084555	001	TABLET;ORAL	12.5MG	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
084557	001	TABLET;ORAL	50MG	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
084563	001	TABLET;ORAL	200MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084566	001	TABLET;ORAL	200MG	0	LUFYLLIN	DYPHYLLINE	0
084566	002	TABLET;ORAL	400MG	0	LUFYLLIN	DYPHYLLINE	0
084575	001	TABLET, DELAYED RELEASE;ORAL	200MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084577	001	TABLET, DELAYED RELEASE;ORAL	100MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084578	001	ELIXIR;ORAL	80MG/15ML	0	LANOPHYLLIN	THEOPHYLLINE	0
084579	001	TABLET;ORAL	50MG;0.125MG	0	RESERPINE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; RESERPINE	0
084580	001	TABLET;ORAL	25MG;0.125MG	0	RESERPINE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; RESERPINE	0
084581	001	TABLET;ORAL	100MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
084588	001	TABLET;ORAL	100MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084588	002	TABLET;ORAL	200MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084589	001	TABLET;ORAL	400MG	0	MEPROBAMATE	MEPROBAMATE	0
084590	001	CAPSULE;ORAL	100MG	0	SODIUM PENTOBARBITAL	PENTOBARBITAL SODIUM	0
084591	001	INJECTABLE;INJECTION	25MG/ML	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
084595	001	CAPSULE;ORAL	375MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084598	001	CAPSULE;ORAL	10MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084600	001	TABLET;ORAL	20MG	0	DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE	0
084604	001	CAPSULE;ORAL	250MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084606	001	CAPSULE;ORAL	500MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084612	001	TABLET;ORAL	4MG	1	DEXAMETHASONE	DEXAMETHASONE	0
084612	002	TABLET;ORAL	0.5MG	1	DEXAMETHASONE	DEXAMETHASONE	0
084612	003	TABLET;ORAL	0.75MG	1	DEXAMETHASONE	DEXAMETHASONE	0
084612	004	TABLET;ORAL	1MG	1	DEXAMETHASONE	DEXAMETHASONE	1
084612	005	TABLET;ORAL	1.5MG	1	DEXAMETHASONE	DEXAMETHASONE	0
084612	006	TABLET;ORAL	2MG	1	DEXAMETHASONE	DEXAMETHASONE	1
084612	007	TABLET;ORAL	6MG	1	DEXAMETHASONE	DEXAMETHASONE	1
084615	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084616	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084623	001	CAPSULE;ORAL	10MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084625	001	INJECTABLE;INJECTION	1%	0	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
084625	002	INJECTABLE;INJECTION	2%	0	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
084626	001	INJECTABLE;INJECTION	4%	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
084631	001	TABLET;ORAL	200MG	0	QUINIDINE SULFATE	QUINIDINE SULFATE	0
084634	001	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
084639	001	CAPSULE;ORAL	10MG	0	CHLORDIAZACHEL	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084640	001	ELIXIR;ORAL	12.5MG/5ML	0	DIPHEN	DIPHENHYDRAMINE HYDROCHLORIDE	0
084644	001	CAPSULE;ORAL	5MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084645	001	CAPSULE;ORAL	25MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084648	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084649	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084655	001	TABLET;ORAL	5MG	0	PREDNICEN-M	PREDNISONE	0
084656	001	TABLET;ORAL	300MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084657	001	TABLET;ORAL	25MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
084657	002	TABLET;ORAL	12.5MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
084658	001	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084659	001	TABLET;ORAL	300MG;15MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084667	001	TABLET;ORAL	300MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
084674	001	TABLET;ORAL	100MG	0	AMINOPHYLLINE	AMINOPHYLLINE	0
084678	001	CAPSULE;ORAL	5MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084679	002	CAPSULE;ORAL	25MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084689	001	TABLET;ORAL	25MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084696	001	CAPSULE;ORAL	500MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
084697	001	INJECTABLE;INJECTION	0.05MG/ML;2%	0	ISOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE	0
084698	001	GEL;TOPICAL	1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NUTRACORT	HYDROCORTISONE	0
084700	001	CAPSULE;ORAL	10MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084702	001	TABLET;ORAL	5MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084706	001	CAPSULE;ORAL	5MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084710	001	CREAM;VAGINAL	1.5MG/GM	0	OGEN	ESTROPIPATE	0
084712	001	TABLET;ORAL	10MG	0	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE	0
084714	002	TABLET;ORAL	50MG;0.125MG	0	HYDRO-RESERP	HYDROCHLOROTHIAZIDE; RESERPINE	0
084719	001	TABLET;ORAL	15MG	0	SARISOL NO. 1	BUTABARBITAL SODIUM	0
084719	002	TABLET;ORAL	30MG	0	SARISOL NO. 2	BUTABARBITAL SODIUM	0
084720	001	INJECTABLE;INJECTION	0.01MG/ML;2%	0	ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
084721	001	INJECTABLE;INJECTION	2%	0	ALPHACAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
084732	001	INJECTABLE;INJECTION	0.02MG/ML;2%	0	ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
084735	001	CAPSULE;ORAL	25MG;25MG	1	APRESAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
084744	001	TABLET;ORAL	200MG	0	MEPROBAMATE	MEPROBAMATE	0
084744	002	TABLET;ORAL	400MG	0	MEPROBAMATE	MEPROBAMATE	0
084751	001	TABLET;ORAL	400MG	0	DILOR-400	DYPHYLLINE	0
084752	001	INJECTABLE;INJECTION	EQ 4MG PHOSPHATE/ML	0	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	0
084754	001	ELIXIR;ORAL	0.5MG/5ML	0	DEXAMETHASONE	DEXAMETHASONE	1
084756	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084756	002	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084763	001	TABLET;ORAL	1.5MG	0	DEXAMETHASONE	DEXAMETHASONE	0
084764	001	TABLET;ORAL	0.25MG	0	DEXAMETHASONE	DEXAMETHASONE	0
084765	001	TABLET;ORAL	0.75MG	0	DEXAMETHASONE	DEXAMETHASONE	0
084766	001	TABLET;ORAL	0.5MG	0	DEXAMETHASONE	DEXAMETHASONE	0
084767	001	INJECTABLE;INJECTION	50MG/ML	0	DIMENHYDRINATE	DIMENHYDRINATE	0
084768	001	CAPSULE;ORAL	5MG	1	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
084769	001	CAPSULE;ORAL	25MG	1	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	1
084771	001	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084772	001	SYRUP;ORAL	25MG/5ML	0	PROMETH FORTIS	PROMETHAZINE HYDROCHLORIDE	0
084776	001	TABLET;ORAL	25MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084776	002	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084777	002	INJECTABLE;INJECTION	3%	0	ARESTOCAINE HYDROCHLORIDE	MEPIVACAINE HYDROCHLORIDE	0
084803	001	TABLET;ORAL	10MG	0	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	0
084810	001	CAPSULE;ORAL	50MG;50MG	1	APRESAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
084811	001	CAPSULE;ORAL	100MG;50MG	0	APRESAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
084831	001	TABLET;ORAL	35MG	0	PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	0
084834	001	TABLET;ORAL	35MG	0	PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	0
084835	001	TABLET;ORAL	35MG	0	PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	0
084840	001	TABLET;ORAL	250MG	0	ACETAZOLAMIDE	ACETAZOLAMIDE	0
084843	002	TABLET;ORAL	12.5MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
084850	002	INJECTABLE;INJECTION	0.05MG/ML;2%	0	MEPIVACAINE HYDROCHLORIDE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE	0
084855	001	SOLUTION/DROPS;OTIC	EQ 0.1% PHOSPHATE	0	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	0
084868	001	TABLET;SUBLINGUAL	0.5MG	0	CIRCANOL	ERGOLOID MESYLATES	0
084872	001	TABLET;ORAL	25MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
084878	001	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084878	002	TABLET;ORAL	25MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084897	001	TABLET;ORAL	25MG;15MG;0.1MG	0	CAM-AP-ES	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE	0
084903	001	TABLET;ORAL	250MG	0	PRIMIDONE	PRIMIDONE	0
084903	002	TABLET;ORAL	50MG	0	PRIMIDONE	PRIMIDONE	0
084908	001	CREAM;TOPICAL	0.025%	0	TRIACET	TRIAMCINOLONE ACETONIDE	0
084908	002	CREAM;TOPICAL	0.1%	0	TRIACET	TRIAMCINOLONE ACETONIDE	0
084908	003	CREAM;TOPICAL	0.5%	0	TRIACET	TRIAMCINOLONE ACETONIDE	0
084911	001	INJECTABLE;INJECTION	25MG/ML	0	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	0
084912	001	TABLET;ORAL	50MG	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
084913	001	TABLET;ORAL	2.5MG	0	PREDNISONE	PREDNISONE	0
084913	002	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
084914	001	TABLET;ORAL	200MG	0	QUINIDINE SULFATE	QUINIDINE SULFATE	0
084915	001	TABLET;ORAL	1MG	0	FOLIC ACID	FOLIC ACID	0
084916	001	INJECTABLE;INJECTION	EQ 4MG PHOSPHATE/ML	1	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	1
084927	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084928	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
084931	001	TABLET;ORAL	5MG	0	METHAMPHETAMINE HYDROCHLORIDE	METHAMPHETAMINE HYDROCHLORIDE	0
084931	002	TABLET;ORAL	10MG	0	METHAMPHETAMINE HYDROCHLORIDE	METHAMPHETAMINE HYDROCHLORIDE	0
084935	001	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DEXEDRINE	DEXTROAMPHETAMINE SULFATE	0
084936	002	TABLET;ORAL	10MG	0	IMIPRAMINE HYDROCHLORIDE	IMIPRAMINE HYDROCHLORIDE	0
084937	001	TABLET;ORAL	50MG	0	IMIPRAMINE HYDROCHLORIDE	IMIPRAMINE HYDROCHLORIDE	0
084944	001	OINTMENT;TOPICAL	5%	0	ALPHACAINE	LIDOCAINE	0
084946	001	OINTMENT;TOPICAL	5%	0	ALPHACAINE	LIDOCAINE	0
084947	001	OINTMENT;TOPICAL	5%	0	ALPHACAINE	LIDOCAINE	0
084948	001	TABLET;ORAL	0.625MG	0	MENEST	ESTROGENS, ESTERIFIED	0
084949	001	TABLET;ORAL	2.5MG	0	MENEST	ESTROGENS, ESTERIFIED	0
084950	001	TABLET;ORAL	1.25MG	0	MENEST	ESTROGENS, ESTERIFIED	0
084951	001	TABLET;ORAL	0.3MG	0	MENEST	ESTROGENS, ESTERIFIED	0
084955	001	TABLET;ORAL	500MG	0	SULFALAR	SULFISOXAZOLE	0
084964	001	TABLET;ORAL	500MG	0	SULFASALAZINE	SULFASALAZINE	0
084976	001	TABLET, CHEWABLE;ORAL	25MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
084977	001	LIQUID;INHALATION	99.99%	0	HALOTHANE	HALOTHANE	0
084978	001	TABLET;ORAL	325MG;200MG	0	MICRAININ	ASPIRIN; MEPROBAMATE	0
084988	001	SHAMPOO;TOPICAL	1%	0	GAMENE	LINDANE	0
084989	001	LOTION;TOPICAL	1%	0	GAMENE	LINDANE	0
084990	001	TABLET;ORAL	1.5MG	0	DEXONE 1.5	DEXAMETHASONE	0
084999	001	TABLET;ORAL	650MG;65MG	0	WYGESIC	ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE	0
085000	001	CAPSULE;ORAL	10MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
