audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1985-002,1985,NDA019115,NDA,FENTANYL CITRATE,FENTANYL CITRATE,HOSPIRA,1985-01-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019115,1985-01-12,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019115,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-003,1985,NDA018594,NDA,TOPICORT,DESOXIMETASONE,TARO,1985-01-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018594,1985-01-17,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018594,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-004,1985,NDA018828,NDA,ZOVIRAX,ACYCLOVIR 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PHARMOBEDIENT,1985-01-25,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018828,1985-01-25,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018828,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-005,1985,NDA019346,NDA,DEXTROSE 60% IN PLASTIC CONTAINER,DEXTROSE 60GM/100ML,HOSPIRA,1985-01-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019346,1985-01-25,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019346,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-006,1985,NDA019345,NDA,DEXTROSE 30% IN PLASTIC CONTAINER,DEXTROSE,OTSUKA ICU MEDCL,1985-01-26,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019345,1985-01-26,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019345,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-007,1985,NDA018878,NDA,INDOCIN,INDOMETHACIN SODIUM EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,RECORDATI RARE,1985-01-30,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018878,1985-01-30,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018878,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-008,1985,NDA018911,NDA,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%","HEPARIN SODIUM 10,000 UNITS/100ML",HOSPIRA,1985-01-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018911,1985-01-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018911,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-009,1985,NDA050594,NDA,ERYCETTE,ERYTHROMYCIN 2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,JOHNSON AND JOHNSON,1985-02-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050594,1985-02-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050594,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-010,1985,NDA018843,NDA,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE 12MG; PSEUDOEPHEDRINE HYDROCHLORIDE 120MG,GRAHAM DM,1985-03-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018843,1985-03-18,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018843,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-011,1985,NDA018000,NDA,BRICANYL,TERBUTALINE SULFATE 0.2MG/INH,SANOFI AVENTIS US,1985-03-19,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018000,1985-03-19,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018000,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-012,1985,NDA018844,NDA,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE 8MG; PSEUDOEPHEDRINE HYDROCHLORIDE 120MG,GRAHAM DM,1985-03-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018844,1985-03-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018844,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-013,1985,NDA019339,NDA,"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,HOSPIRA,1985-03-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019339,1985-03-27,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019339,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-014,1985,NDA019042,NDA,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","HEPARIN SODIUM 1,000 UNITS/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019042,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019042,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-015,1985,NDA019134,NDA,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM 5,000 UNITS/100ML",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019134,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019134,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-016,1985,NDA019135,NDA,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","HEPARIN SODIUM 5,000 UNITS/100ML",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019135,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019135,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-017,1985,NDA019185,NDA,OXYTOCIN 10 USP UNITS IN DEXTROSE 5%,OXYTOCIN 2USP UNITS/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ABBOTT,1985-03-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019185,1985-03-29,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019185,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-018,1985,NDA050590,NDA,TIMENTIN,CLAVULANATE POTASSIUM EQ 1GM BASE/VIAL; TICARCILLIN DISODIUM EQ 30GM BASE/VIAL,GLAXOSMITHKLINE,1985-04-01,TYPE 4,Type 4 - New Combination,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA050590,1985-04-01,TYPE 4,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050590,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-019,1985,NDA019308,NDA,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,"POTASSIUM CHLORIDE, DEXTROSE MONOHYDRATE AND SODIUM CHLORIDE",BAXTER HLTHCARE,1985-04-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019308,1985-04-05,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019308,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-020,1985,NDA019367,NDA,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE",BAXTER HLTHCARE,1985-04-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019367,1985-04-05,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019367,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-021,1985,NDA019010,NDA,LUPRON,LEUPROLIDE ACETATE 14MG/2.8ML (1MG/0.2ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ABBVIE ENDOCRINE INC,1985-04-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,fda_decisions_master.csv,D1029,1985-04-09,(not asserted in master),Priority,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019010,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-022,1985,NDA018794,NDA,COLD CAPSULE V,CHLORPHENIRAMINE MALEATE 8MG; PHENYLPROPANOLAMINE HYDROCHLORIDE 75MG,GRAHAM DM,1985-04-23,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018794,1985-04-23,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018794,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-023,1985,NDA019155,NDA,LAC-HYDRIN,AMMONIUM LACTATE EQ 12% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUN PHARM INDS INC,1985-04-24,TYPE 2,Type 2 - New Active Ingredient,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019155,1985-04-24,TYPE 2,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019155,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-024,1985,NDA018793,NDA,COLD CAPSULE IV,CHLORPHENIRAMINE MALEATE 12MG; PHENYLPROPANOLAMINE HYDROCHLORIDE 75MG,GRAHAM DM,1985-04-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018793,1985-04-25,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018793,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-025,1985,NDA019319,NDA,SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER,SODIUM CHLORIDE,BAXTER HLTHCARE,1985-05-17,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019319,1985-05-17,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019319,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-026,1985,NDA050596,NDA,CLAFORAN IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM EQ 40MG BASE/ML,STERIMAX,1985-05-20,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050596,1985-05-20,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050596,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-027,1985,NDA018689,NDA,RIDAURA,AURANOFIN,LEGACY,1985-05-24,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,fda_decisions_master.csv,D1031,1985-05-24,(not asserted in master),Priority,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018689,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-028,1985,NDA018651,NDA,MARINOL,DRONABINOL,ALKEM LABS LTD,1985-05-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,fda_decisions_master.csv,D1032,1985-05-31,(not asserted in master),Priority,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018651,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-029,1985,NDA018675,NDA,TAVIST,CLEMASTINE FUMARATE EQ 0.5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,NOVARTIS,1985-06-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018675,1985-06-28,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018675,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-030,1985,NDA019059,NDA,INDERIDE LA 160/50,HYDROCHLOROTHIAZIDE 50MG; PROPRANOLOL HYDROCHLORIDE 160MG,WYETH AYERST,1985-07-03,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019059,1985-07-03,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019059,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-031,1985,NDA018954,NDA,LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE 200MG/100ML,ABBOTT,1985-07-09,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018954,1985-07-09,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018954,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-032,1985,NDA019374,NDA,AMINOSYN-HBC 7%,AMINO ACIDS 7% (7GM/100ML),ICU MEDICAL INC,1985-07-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019374,1985-07-12,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019374,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-033,1985,NDA019465,NDA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,HOSPIRA,1985-07-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019465,1985-07-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019465,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-034,1985,NDA019466,NDA,DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE MONOHYDRATE,HOSPIRA,1985-07-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019466,1985-07-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019466,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-035,1985,NDA018833,NDA,LITHANE,LITHIUM CARBONATE 300MG,BAYER PHARMS,1985-07-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018833,1985-07-18,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018833,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-036,1985,NDA050578,NDA,FORTAZ,CEFTAZIDIME 6GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PAI HOLDINGS PHARM,1985-07-19,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,fda_decisions_master.csv,D1033,1985-07-19,(not asserted in master),Priority,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050578,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-037,1985,NDA050582,NDA,DORYX,DOXYCYCLINE HYCLATE EQ 100MG BASE,MAYNE PHARMA,1985-07-22,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050582,1985-07-22,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050582,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-038,1985,NDA050593,NDA,ERYC SPRINKLES,ERYTHROMYCIN 125MG,HOSPIRA,1985-07-22,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050593,1985-07-22,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050593,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-039,1985,NDA050597,NDA,AUGMENTIN '125',AMOXICILLIN 125MG; CLAVULANATE POTASSIUM EQ 31.25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,US ANTIBIOTICS,1985-07-22,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050597,1985-07-22,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050597,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-040,1985,NDA018905,NDA,HEXABRIX,IOXAGLATE MEGLUMINE 39.3%; IOXAGLATE SODIUM 19.6%,GUERBET,1985-07-26,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,fda_decisions_master.csv,D1034,1985-07-26,(not asserted in master),Standard,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018905,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
