nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes
NCT07007793,A Study to Assess Efficacy and Safety of Baxdrostat in Participants With Primary Aldosteronism,AstraZeneca,INDUSTRY,AstraZeneca,AZN,NYSE,US-LISTED,Phase 3,Recruiting,2027-08-13,ESTIMATED,Primary Hyperaldosteronism,Baxdrostat; Placebo,Change from baseline in seated Systolic Blood Pressure (SBP) at Week 8,https://clinicaltrials.gov/study/NCT07007793,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: At week 8
NCT07670065,Direct Angio Suite Acute Stroke Intervention With CT/DSA Hybrid Emergency Stroke Unit,Beijing Tiantan Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-08-15,ESTIMATED,Acute Ischemic Stroke,,Puncture-to-reperfusion time (PRT),https://clinicaltrials.gov/study/NCT07670065,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: immediately after the intervention
NCT06540144,An Extension Study Evaluating 6-week Treatment Cycles of Rozanolixizumab in Pediatric Study Participants With Generalized Myasthenia Gravis,UCB Biopharma SRL,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Enrolling By Invitation,2027-08-17,ESTIMATED,Generalized Myasthenia Gravis,rozanolixizumab,Occurrence of serious Treatment-Emergent Adverse Events (TEAEs) up to the End of Study (EOS) Visit,https://clinicaltrials.gov/study/NCT06540144,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From Baseline up to the EOS Visit (up to 52 weeks)
NCT07596784,Efficacy and Safety of Ravulizumab in Chinese Adults Participants With Generalized Myasthenia Gravis (gMG),"Alexion Pharmaceuticals, Inc.",INDUSTRY,"Alexion Pharmaceuticals, Inc.",ALXN,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-08-17,ESTIMATED,Generalized Myasthenia Gravis,Ravulizumab,Change From Baseline in Myasthenia Gravis Activities of Daily Living Profile (MG-ADL) Total Score at Week 26,https://clinicaltrials.gov/study/NCT07596784,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Week 26"
NCT07314203,Clinical Efficacy of Adebrelimab With or Without Apatinib Mesilate and SOX Neoadjuvant Therapy in Locally Advanced Gastric Cancer,Fujian Medical University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-08-25,ESTIMATED,Gastric Cancer,Apatinib Mesylate Tablets,Objective response rate,https://clinicaltrials.gov/study/NCT07314203,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 1 day
NCT04199689,"Efficacy Against Oral Persistent Infection, Immunogenicity and Safety of the 9-valent Human Papillomavirus Vaccine (9vHPV) in Men Aged 20-45 Years (V503-049)",Merck Sharp & Dohme LLC,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2027-08-27,ESTIMATED,Papillomavirus Infections,,Incidence of HPV 16/18/31/33/45/52/58-related 6-month Persistent Oral Infection,https://clinicaltrials.gov/study/NCT04199689,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to Month 90
NCT07394114,A Study of HDM1005 in Participants With Type 2 Diabetes Not Controlled With Diet and Exercise Alone,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-28,ESTIMATED,Type 2 Diabetes,HDM1005 1; HDM1005 2; HDM1005 injection or placebo,Change from baseline in Hemoglobin A1c (HbA1c),https://clinicaltrials.gov/study/NCT07394114,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Week 36"
NCT04483466,Methotrexate Treatment of Arthritis Caused by Chikungunya Virus (MARCH),George Washington University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-08-30,ESTIMATED,Investigate the Effect(s) of Methotrexate Treatment on Arthritis Disease Severity,Methotrexate; Placebo,Efficacy of oral methotrexate treatment versus placebo for 6 months in chronic CHIKV arthritis.,https://clinicaltrials.gov/study/NCT04483466,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: up to 6 months
NCT04614714,Milk Volume Outcomes Following Oral Nicotinamide Riboside Supplementation in Mothers of Extremely Preterm Infants,"University of California, Davis",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2027-08-30,ESTIMATED,Preterm Birth,,Feasibility of enrollment in a double-blind placebo-controlled supplementation trial in mothers of infants who are hospitalized.,https://clinicaltrials.gov/study/NCT04614714,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Within 4 days post-delivery of the infant.
NCT06457906,SRS/SRT/Hypo-RT Versus HA-WBRT for No More Than 10 Brain Metastases in SCLC,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-30,ESTIMATED,Small-cell Lung Cancer,,Cognitive function scores,https://clinicaltrials.gov/study/NCT06457906,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: At 6 months after radiotherapy.
NCT06723080,Phase III Clinical Study of VC005 Tablets in Adult Patients With Moderate to Severe Atopic Dermatitis,"Jiangsu vcare pharmaceutical technology co., LTD",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-30,ESTIMATED,Moderate to Severe Atopic Dermatitis,VC005 low dose group; VC005 high dose group; VC005 Placebo group,Proportion of subjects achieving at least a 75% reduction in Eczema Area and Severity Index (EASI 75) from Baseline at Week 16,https://clinicaltrials.gov/study/NCT06723080,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: week 16
NCT07172360,Efficacy and Safety Phase III Clinical Study of VC005 Tablets in Subjects With Active Ankylosing Spondylitis.,"Jiangsu vcare pharmaceutical technology co., LTD",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-30,ESTIMATED,Active Ankylosing Spondylitis,VC005 tablets; VC005 Tablets Placebo,Percentage of patients achieving an Assessment of disease activity (signs and symptoms) in ankylosing spondylitis 20% improvement (ASAS20) in response at week 12 of treatment.,https://clinicaltrials.gov/study/NCT07172360,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: week 12
NCT07217704,Using 18F-FAPI PET to Detect Metastatic Disease in Patients That Have Gastric or Esophageal Cancer.,SOFIE,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-30,ESTIMATED,Esophageal Cancer,[18F]FAPI-74 PET/CT,Sensitivity and specificity for detection of distant metastatic disease (M1) using a composite SOT as reference,https://clinicaltrials.gov/study/NCT07217704,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From enrollment to the end of treatment after 3 month follow up
NCT07417306,A Study of HDM1005 in Participants With T2DM Not Controlled With Metformin Alone or in Combination With a Sodium-Glucose Cotransporter 2 (SGLT2) Inhibitor,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-08-30,ESTIMATED,Type 2 Diabetes,HDM1005 1; HDM1005 2; Mazdutide,Change from baseline in Hemoglobin A1c (HbA1c),https://clinicaltrials.gov/study/NCT07417306,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Week 40"
NCT07796789,Prophylactic Nanocrystalline Megestrol Acetate Versus Placebo for Chemoradiotherapy-Related Anorexia in Nasopharyngeal Carcinoma,Sun Yat-sen University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-30,ESTIMATED,Nasopharyngeal Cancinoma (NPC),Nanocrystalline Megestrol Acetate Oral Suspension; Placebo,Proportion of Patients With >5% Weight Loss From Baseline at Day 28 After Completion of Radiotherapy,https://clinicaltrials.gov/study/NCT07796789,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Day 28 after completion of radiotherapy
NCT04188418,Fentanyl Buccal Tablet or Morphine for Exertional Dyspnea in Cancer Patients,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-08-31,ESTIMATED,Hematopoietic and Lymphoid Cell Neoplasm,Fentanyl Citrate Buccal Tablet; Morphine,Change in modified Borg scale dyspnea intensity before and after the Shuttle Walk Test (SWT),https://clinicaltrials.gov/study/NCT04188418,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Days 5, 8, 12, 15, and 19"
NCT04695600,Onabotulinum Toxin A (Botox) in the Treatment of Pharyngo-esophageal Dysphagia,All India Institute of Medical Sciences,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2027-08-31,ESTIMATED,Transfer Dysphagia,Botulinum Toxin Type A Injection [Botox],Proportion of patients who have moderate to significant improvement in swallowing function on self assessment and clinical swallowing assessment - 3 weeks,https://clinicaltrials.gov/study/NCT04695600,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 3 weeks
NCT05062005,ICCRT vs. CRT for Locally Advanced Nasopharyngeal Carcinoma,"First Affiliated Hospital, Sun Yat-Sen University",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-31,ESTIMATED,Locally Advanced Nasopharyngeal Carcinoma,Induction Chemotherapy; Concurrent Chemotherapy,FFS (Failure-free Survival),https://clinicaltrials.gov/study/NCT05062005,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 3 year
NCT05487391,A Study of QL1706 Combined With Platinum-containing Chemotherapy in Adjuvant Treatment of Stage II-IIIB Non-small Cell Lung Cancer After Complete Surgical Resection.,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-31,ESTIMATED,"Carcinoma, Non-Small-Cell Lung",QL1706 injection; Vinorelbine Tartrate; Paclitaxel; Cisplatin,"Disease-free Survival (DFS) in the PD-L1 ≥1% Population, Assessed by Investigator.",https://clinicaltrials.gov/study/NCT05487391,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 84 months
NCT05506943,"A Study of CTX-009 in Combination With Paclitaxel in Adult Patients With Unresectable Advanced, Metastatic or Recurrent Biliary Tract Cancers (COMPANION-002)",Compass Therapeutics,INDUSTRY,Compass Therapeutics,CMPX,,US-LISTED,Phase 2 / Phase 3,Active Not Recruiting,2027-08-31,ESTIMATED,Biliary Tract Cancer,CTX-009; Paclitaxel,Best Overall Response,https://clinicaltrials.gov/study/NCT05506943,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,exact match (legal suffixes removed) against SEC company_tickers.json,"lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: From randomization to treatment discontinuation for any reason, average 6 months"
NCT05863351,"Focused Radiation Versus Systemic Therapy for Kidney Cancer Patients With Limited Metastasis, SOAR Study",ECOG-ACRIN Cancer Research Group,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-08-31,ESTIMATED,Metastatic Renal Cell Carcinoma,,Overall survival (OS),https://clinicaltrials.gov/study/NCT05863351,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: NETWORK | primary endpoint time frame: From randomization to death from any cause, assessed up to 10 years"
NCT06084936,A Study to Evaluate Glofitamab as a Single Agent vs. Investigator's Choice in Participants With Relapsed/Refractory Mantle Cell Lymphoma,Hoffmann-La Roche,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-31,ESTIMATED,Lymphoma,Obinutuzumab; Glofitamab; Rituximab; Bendamustine,Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT06084936,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From randomization to the first occurrence of disease progression or death from any cause (up to approximately 24 months)
NCT06851507,A Pilot Clinical Trial Comparing Topical Fluorouracil to Fluorouracil Plus Calcipotriene Field Treatments in Patients With Multiple Actinic Keratoses,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-31,ESTIMATED,Multiple Actinic Keratoses,Fluorouracil 5-FU; Fluorouracil/Calcipotriene,Safety and Adverse Events (AEs),https://clinicaltrials.gov/study/NCT06851507,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Through study completion; an average of 1 year.
NCT06919614,STI Testing to Enhance PrEP Use in Pregnancy,Botswana Harvard AIDS Institute Partnership,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-31,ESTIMATED,PrEP Adherence,,PrEP initiation among pregnant women seeking antenatal care,https://clinicaltrials.gov/study/NCT06919614,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Enrolment to 1 month post enrolment
NCT07123467,Cannabidiol-Assisted Learning for Managing Generalized Anxiety Disorder,Wayne State University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-08-31,ESTIMATED,Generalized Anxiety Disorder (GAD),Low-Dose Cannabidiol; Placebo Matched to Moderate-Dose Cannabidiol; Moderate-Dose Cannabidiol; Placebo Matched to Low-Dose Cannabidiol,Change in dorsomedial prefrontal cortex activation when reappraising negative images,https://clinicaltrials.gov/study/NCT07123467,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Baseline to post-treatment (~Week 5)
NCT07132398,Slow vs. Rapid Glucocorticoids Tapering With Inebilizumab in NMOSD,Tianjin Medical University General Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-08-31,ESTIMATED,Neuromyelitis Optica (NMO),Slow-tapering glucocorticoids + Inebilizumab; Rapid-tapering glucocorticoids + Inebilizumab,First adjudicated relapse event within 54 weeks,https://clinicaltrials.gov/study/NCT07132398,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Baseline, 54 Weeks"
NCT07151417,Use of Corticosteroid in Intraopertive Injections in Total Knee Replacement Surgery.,Walter Reed National Military Medical Center,FED,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2027-08-31,ESTIMATED,Knee Osteoarthritis,PAI; PAI + steroid; PAI + zilretta,The primary outcome is to determine whether total knee arthroplasty outcomes are significantly better for Zilretta (Group 3) and methylprednisolone (Group 2) as compared to standard PAI (Group 1) and Zilretta versus methylprednisolone.,https://clinicaltrials.gov/study/NCT07151417,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: FED | Phase 2/3 combined study | primary endpoint time frame: 24 hours, 72 hours, 7 days, and 28 days post"
NCT07252544,Isosorbide Mononitrate and Butylphthalide to Reduce the Risk of Disability in Patients With Acute Lacunar Stroke (IMPACT),Beijing Tiantan Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-08-31,ESTIMATED,"Stroke, Lacunar",Isosorbide Mononitrate; Butylphthalide; Isosorbide Mononitrate Placebo; Butylphthalide Placebo,Proportion of participants with post-stroke disability at 6 months,https://clinicaltrials.gov/study/NCT07252544,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 6 months
NCT07257185,MHB018A Treatment in Patients With Chronic Thyroid Eye Disease,Minghui Pharmaceutical (Hangzhou) Ltd,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-08-31,ESTIMATED,Thyroid Eye Disease (TED),MHB018A injection; MHB018A injection Placebo,Proptosis Responder Rate at Week 24,https://clinicaltrials.gov/study/NCT07257185,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 24
NCT07454837,Study to Evaluate Switching to Brelovitug for the Treatment of CHD in Participants Receiving Bulevirtide,"Mirum Pharmaceuticals, Inc.",INDUSTRY,"Mirum Pharmaceuticals, Inc.",MIRM,NASDAQ,US-LISTED,Phase 2 / Phase 3,Recruiting,2027-08-31,ESTIMATED,Chronic Hepatitis D,Brelovitug (BJT-778); Bulevirtide,Proportion of participants with undetectable HDV RNA (<LLOQ Target not detected [TND]),https://clinicaltrials.gov/study/NCT07454837,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: Week 24
NCT02497820,Finding the Best Dose of Aspirin to Prevent Lynch Syndrome Cancers,Tel-Aviv Sourasky Medical Center,OTHER_GOV,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Lynch Syndrome I (Site-specific Colonic Cancer),Aspirin,cancer preventive properties of enteric coated aspirin in Lynch syndrome are dose sensitive by comparing overall cumulative Lynch syndrome cancer,https://clinicaltrials.gov/study/NCT02497820,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER_GOV | primary endpoint time frame: 5 years
NCT04309409,"Adjuvant Nivolumab Treatment in Stage II (IIA, IIB, IIC) High-risk Melanoma","University Hospital, Essen",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Malignant Melanoma Stage II,Nivolumab,Relapse-Free Survival (RFS) rates,https://clinicaltrials.gov/study/NCT04309409,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 5 years
NCT04520074,Adjuvant Chemotherapy of Three-step Regimen in BRCA1/2 Wide Type Ovarian Cancer (ACTS-2),Fudan University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09,ESTIMATED,Ovarian Cancer,"Etoposide, Cyclophosphamide, Carboplatin/Cisplatin",Progression-Free-Survival (PFS),https://clinicaltrials.gov/study/NCT04520074,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: three year
NCT04608318,Ibrutinib Monotherapy Versus Fixed-duration Venetoclax Plus Obinutuzumab Versus Fixed-duration Ibrutinib Plus Venetoclax in Patients With Previously Untreated Chronic Lymphocytic Leukaemia (CLL),German CLL Study Group,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Chronic Lymphoid Leukemia,,Investigator-assessed progression-free survival (PFS),https://clinicaltrials.gov/study/NCT04608318,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Up to 80 month
NCT04722848,Sequential Treatment With Ponatinib and Blinatumomab vs Chemotherapy and Imatinib in Newly Diagnosed Adult Ph+ ALL,Gruppo Italiano Malattie EMatologiche dell'Adulto,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Acute Lymphoblastic Leukemia (Philadelphia Chromosome Positive),Ponatinib + Blinatumomab; Chemotherapy + Imatinib,Number of patients who are event-free,https://clinicaltrials.gov/study/NCT04722848,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: at 5 months
NCT05691244,Assess the Safety and Efficacy of Sovateltide in Patients With Acute Cerebral Ischemic Stroke,"Pharmazz, Inc.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-09,ESTIMATED,Acute Ischemic Stroke,Drug: Normal Saline; Sovateltide,Determine the efficacy of sovateltide in patients with acute cerebral ischemic stroke assessed by modified Rankin Scale (mRS) score of 0-2 at day 90 post-randomization.,https://clinicaltrials.gov/study/NCT05691244,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Day 1 through Day 90
NCT05877014,Unipolar Versus Bipolar Interlocking in Humeral Shaft Fractures in Adults,Centre Hospitalier Universitaire Dijon,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09,ESTIMATED,Humeral Shaft Fracture,,The proportion of patients with radiologically assessed bone healing at 12 months,https://clinicaltrials.gov/study/NCT05877014,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Through study completion, an average of 12 months"
NCT05917340,Intensified Short Course Regimen for TBM in Adults,Indian Council of Medical Research,OTHER_GOV,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Tuberculous Meningitis,High dose rifampicin (25mg/kg); Moxifloxacin 400mg; Aspirin 150 mg; Isoniazid,Mortality rate,https://clinicaltrials.gov/study/NCT05917340,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER_GOV | primary endpoint time frame: 12 months
NCT06056297,A Study of Mavorixafor in Participants With Congenital and Acquired Primary Autoimmune and Idiopathic Chronic Neutropenic Disorders Who Are Experiencing Recurrent and/or Serious Infections,X4 Pharmaceuticals,INDUSTRY,X4 Pharmaceuticals,XFOR,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-09,ESTIMATED,Neutropenia,Mavorixafor; Placebo,Co-primary Endpoint: Annualized Infection Rate Based on Infections Adjudicated by Blinded Infection Adjudication Committee (BIAC) During the Treatment Period,https://clinicaltrials.gov/study/NCT06056297,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 52 Weeks
NCT06354985,Modafinil and Exercise for Post Stroke Fatigue,"University Health Network, Toronto",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Stroke,Modafinil 200mg; Placebo,Severity of Fatigue Symptoms,https://clinicaltrials.gov/study/NCT06354985,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Week 8
NCT06382948,"Elacestrant + Everolimus in Patients ER+/HER2-, ESR1mut, Advanced Breast Cancer Progressing to ET and CDK4/6i.",MedSIR,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09,ESTIMATED,Advanced Breast Cancer,Everolimus; Elacestrant; Placebo; Auxiliary Medicinal Product - Dexamethasone,"To demonstrate superiority of elacestrant+everolimus vs. elacestrant+placebo in prolonging PFS based on a BIRC in patients with ER[+]/HER2[-], ESR1-mutated, ABC that have previously received ET+CDK4/6i (all patients).",https://clinicaltrials.gov/study/NCT06382948,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Until disease progression, treatment discontinuation, the start of new anti-cancer treatment, withdrawal of consent, death, or EoS, whichever occurs first, assessed through study completion, an average of 12 months."
NCT06523673,Stereotactic Body Radiotherapy for Oligo-Progression Metastatic Non-Small Cell Lung Cancer,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09,ESTIMATED,Metastatic Non-Small Cell Lung Cancer,second-line systemic therapy,progression-free survival (PFS),https://clinicaltrials.gov/study/NCT06523673,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Time from date of randomization until the date of first documented progression or date of death from any cause after the second-line treatment, whichever came first, assessed up to 18 months."
NCT06881992,A Phase 3 Study of Ersodetug in Patients With Tumor Hyperinsulinism,Rezolute,OTHER,Rezolute,RZLT,,US-LISTED,Phase 3,Recruiting,2027-09,ESTIMATED,Tumor Hyperinsulinism (Tumor HI),Ersodetug,Proportion of participants with clinically meaningful reduction in IV glucose infusion rate from baseline.,https://clinicaltrials.gov/study/NCT06881992,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: OTHER | primary endpoint time frame: 8 weeks
