company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Bayer AG,BAYRY,Nexavar,Sorafenib Tosylate,Approval,2005-12-20,Nexavar is indicated for the treatment of patients with advanced renal cell carcinoma. [Co-developed with Onyx Pharmaceuticals.],Priority,https://web.archive.org/web/20090709174606/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081676.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021923,Verified,appl N021923; FDA-table applicant: Bayer. primary XETRA:BAYN,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Bayer' matched pattern 'Bayer AG',OTC ADR; primary XETRA:BAYN,D776
Bristol-Myers Squibb Co.,BMY,Orencia,Abatacept,Approval,2005-12-23,"Abatacept is indicated for reducing signs and symptoms, inducing major clinical response, slowing the progression of structural damage, and improving physical function in adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response to one or more Disease Modifying Anti-Rheumatoid Drugs (DMARDs), such as methotrexate or TNF antagonists. Abatacept may be used as monotherapy or concomitantly with DMARDs other than TNF antagonists.",Priority,https://web.archive.org/web/20090709174606/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081676.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125118,Verified,appl BL125118; FDA-table applicant: Bristol-Myers Squibb,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Bristol-Myers Squibb' matched pattern 'Bristol-Myers Squibb Co.',NYSE,D777
Celgene Corp. (acquired by BMS 2019),CELG,Revlimid,Lenalidomide,Approval,2005-12-27,Revlimid is indicated for the treatment of patients with transfusion dependent anemia due to low or intermediate-1 risk myelodysplastic syndromes associated with a deletion 5 q cytogenetic abnormality with or without additional cytogenetic abnormalities.,Priority,https://web.archive.org/web/20090709174606/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081676.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021880,Verified,appl N021880; FDA-table applicant: Celgene. NASDAQ:CELG delisted 2019,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Celgene' matched pattern 'Celgene Corp. (acquired by BMS 2019)',,D778
Astellas Pharma Inc. (Japan),4503,Vaprisol,Conivaptan Hydrochloride,Approval,2005-12-29,Vaprisol is indicated for the treatment of euvolemic hyponatremia in hospitalized patients.,Standard,https://web.archive.org/web/20090709174606/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081676.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021697,Verified,appl N021697; FDA-table applicant: Astellas. primary TSE:4503,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Astellas' matched pattern 'Astellas Pharma Inc. (Japan)',TSE,D779
Pfizer Inc.,PFE,Sutent,sunitinib malate,Approval,2006-01-26,Provides for the treatment of gastrointestinal stromal tumor after disease progression on or intolerance to imatinib mesylate.,Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021938,Verified,appl N021938; FDA-table applicant: Pfizer,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pfizer' matched pattern 'Pfizer Inc.',NYSE,D780
CV Therapeutics,,Ranexa,ranolazine,Approval,2006-01-27,"Provides for the treatment of chronic angina. Because Ranexa prolongs the QT interval, it should be reserved for patients who have not achieved an adequate response with other antianginal drugs.",Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021526,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021526; FDA-table applicant: CV Therapeutics,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D781
Sucampo,,Amitiza,lubiprostone,Approval,2006-01-31,Provides for the treatment of chronic idiopathic constipation in the adult population.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021908,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021908; FDA-table applicant: Sucampo,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D782
Vicuron,,Eraxis,anidulafungin,Approval,2006-02-17,Provides for the treatment of patients with esophageal candidiasis. [Vicuron Pharmaceuticals was acquired by Pfizer in 2005; applicant entity is Pfizer's Vicuron subsidiary.],Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021632,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021632; FDA-table applicant: Vicuron,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D783
Genzyme (acquired by Sanofi 2011),GENZ,Myozyme,alglucosidase alfa,Approval,2006-04-28,Provides for the treatment of Pompe disease (GAA deficiency).,Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125141,Verified,appl BL125141; FDA-table applicant: Genzyme. NASDAQ:GENZ delisted 2011,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Genzyme' matched pattern 'Genzyme (acquired by Sanofi 2011)',,D784
MGI Pharma,,Dacogen,decitabine,Approval,2006-05-02,Provides for the treatment of myelodysplastic syndrome (MDS).,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021790,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021790; FDA-table applicant: MGI Pharma,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D785
Pfizer Inc.,PFE,Chantix,varenicline,Approval,2006-05-10,Provides for use as an aid to smoking cessation.,Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021928,Verified,appl N021928; FDA-table applicant: Pfizer,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pfizer' matched pattern 'Pfizer Inc.',NYSE,D786
Teva Pharmaceutical Industries,TEVA,Azilect,rasagiline mesylate,Approval,2006-05-16,Provides for the treatment of the signs and symptoms of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021641,Verified,appl N021641; FDA-table applicant: Teva. ADR; primary TASE,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Teva' matched pattern 'Teva Pharmaceutical Industries',NYSE,D787
Tibotec (Johnson & Johnson),JNJ,Prezista,darunavir,Approval,2006-06-23,"When coadministered with 100 mg of ritonavir, provides for the treatment of human immunodeficiency virus (HIV) infection in antiretroviral treatment-experienced adult patients, such as those with HIV-1 strains resistant to more than one protease inhibitor. [Tibotec = J&J subsidiary (Tibotec Therapeutics, Janssen).]",Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021976,Verified,appl N021976; FDA-table applicant: Tibotec,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Tibotec' matched pattern 'Tibotec (Johnson & Johnson)',NYSE,D788
Bristol-Myers Squibb Co.,BMY,Sprycel,dasatinib,Approval,2006-06-28,Provides for the treatment of adults with chronic myeloid leukemia with resistance or intolerance to prior therapy including imatinib.,Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021986,Verified,appl N021986; FDA-table applicant: Bristol-Myers Squibb,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Bristol-Myers Squibb' matched pattern 'Bristol-Myers Squibb Co.',NYSE,D789
Genentech (acquired by Roche 2009),DNA,Lucentis,ranibizumab,Approval,2006-06-30,Provides for the treatment of patients with neovascular (wet) age-related macular degeneration.,Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125156,Verified,appl BL125156; FDA-table applicant: Genentech. NYSE:DNA delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Genentech' matched pattern 'Genentech (acquired by Roche 2009)',,D790
L'Oreal,,Anthelios SX,avobenzone; ecamsule; octocrylene,Approval,2006-07-21,Provides for the prevention of sunburn and to help provide protection from UVA and UVB rays.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021502,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021502; FDA-table applicant: L'Oreal,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D791
Shire plc (acquired by Takeda 2019),SHPG,Elaprase,idursulfase,Approval,2006-07-24,"Provides for the treatment of patients with Hunter syndrome (Mucopolysaccharidosis II, MPS II).",Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125151,Verified,appl BL125151; FDA-table applicant: Shire Human Genetic Therapies. NASDAQ:SHPG delisted 2019,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Shire Human Genetic Therapies' matched pattern 'Shire plc (acquired by Takeda 2019)',,D792
Schering-Plough (acquired by Merck 2009),SGP,Noxafil,posaconazole,Approval,2006-09-15,"Provides for the treatment of prophylaxis of invasive Aspergillus and Candida infections in patients, 13 years of age and older, who are at high risk of developing these infections due to being severely immunocompromised, such as hematopoietic stem cell transplant (HSCT) recipients with Graft versus Host Disease (GVHD) or those with hematologic malignancies with prolonged neutropenia from chemotherapy.",Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022003,Verified,appl N022003; FDA-table applicant: Schering. NYSE:SGP delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Schering' matched pattern 'Schering-Plough (acquired by Merck 2009)',,D793
Amgen Inc.,AMGN,Vectibix,panitumumab,Approval,2006-09-27,"Provides for the treatment of EGFR-expressing metastatic colorectal carcinoma with disease progression on or following fluoropyrimidine, oxaliplatin, and irinotecan containing chemotherapy regimens.",Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125147,Verified,appl BL125147; FDA-table applicant: amgen,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'amgen' matched pattern 'Amgen Inc.',NASDAQ,D794
Axcan Scandipharm,,Pylera,biskalcitrate; metronidazole; tetracycline hydrochloride,Approval,2006-09-28,Provides for the treatment of patients with Helicobacter pylori infection and duodenal ulcer disease (active or history of within the past 5 years) to eradicate H. pylori.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050786,Verified - FLAGGED (sponsor/equity not yet resolved),appl N050786; FDA-table applicant: Axcan Scandipharm,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D795
"Merck & Co., Inc.",MRK,Zolinza,vorinostat,Approval,2006-10-06,"Provides for the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma (CTCL) who have progressive, persistent or recurrent disease on or following two systemic therapies.",Priority,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021991,Verified,appl N021991; FDA-table applicant: Merck,US-LISTED,"derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Merck' matched pattern 'Merck & Co., Inc.'",NYSE,D796
"Merck & Co., Inc.",MRK,Januvia,sitagliptin phosphate,Approval,2006-10-16,"Provides for the use as an adjunct to diet and exercise to improve gylcemic control in patients with type 2 diabetes mellitus as monotherapy and in combination with metformin or a PPARγ agonist (e.g., thiazolidinediones) when diet and excercise plus the single agent do not provide adequate glycemic control. [FDA table prints 'gylcemic' and 'excercise'; verbatim.]",Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021995,Verified,appl N021995; FDA-table applicant: Merck,US-LISTED,"derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Merck' matched pattern 'Merck & Co., Inc.'",NYSE,D797
Altana Pharma (Norvartis?) - Nycomed lineage,,Omnaris,ciclesonide,Approval,2006-10-20,Provides for the treatment of seasonal and allergic rhinitis in patients 12 years of age and older. [Altana Pharma US; Altana's pharma business became Nycomed 2007; Nycomed acquired by Takeda 2011.],Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022004,Verified,appl N022004; FDA-table applicant: Altana. Altana pharma sold to Nycomed 2006 (private),NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Altana' matched pattern 'Altana Pharma (Norvartis?) - Nycomed lineage',,D798
Idenix,,Tyzeka,telbivudine,Approval,2006-10-25,Provides for the treatment of chronic hepatitis B (CHB) in patients with evidence of viral replication and active liver inflammation. [Co-developed with Novartis.],Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022011,Verified - FLAGGED (sponsor/equity not yet resolved),appl N022011; FDA-table applicant: Idenix,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D799
MediGene,,Veregen,kunecatechins,Approval,2006-10-31,Provides for the topical treatment of external genital and perianal warts (Condylomata acuminata) in immunocompetent patients 18 years and older.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021902,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021902; FDA-table applicant: MediGene,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D800
Janssen Pharmaceutica (Johnson & Johnson),JNJ,Invega,paliperidone,Approval,2006-12-19,Provides for the treatment of schizophrenia.,Standard,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021999,Verified,"appl N021999; FDA-table applicant: Janssen, L.P.",US-LISTED,"derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Janssen, L.P.' matched pattern 'Janssen Pharmaceutica (Johnson & Johnson)'",NYSE,D801
New River Pharmaceuticals (acquired by Shire 2007),,Vyvanse,lisdexamfetamine dimesylate,Approval,2007-02-23,Provides for the treatment of Attention-Deficit/Hyperactivity Disorder (ADHD).,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021977,Verified,appl N021977; FDA-table applicant: New River. NASDAQ:NRPH delisted 2007,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'New River' matched pattern 'New River Pharmaceuticals (acquired by Shire 2007)',,D802
Novartis AG,NVS,Tekturna,aliskiren,Approval,2007-03-05,Provides for the treatment of hypertension.,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021985,Verified,appl N021985; FDA-table applicant: Novartis. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis' matched pattern 'Novartis AG',NYSE (ADR),D803
GlaxoSmithKline plc,GSK,Tykerb,lapatinib,Approval,2007-03-13,"Provides for the treatment of patients with advanced or metastatic breast cancer whose tumors over-express HER2 (ErbB2) and who have received prior therapy including and anthracycline, a taxane and trastuzumab.. [FDA prints 'including and anthracycline' (typo) and double period, verbatim]",Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022059,Verified - FLAGGED (source-verbatim note),"appl N022059; FDA-table applicant: GlaxoSmithKline. primary LSE:GSK. FDA-table typo kept verbatim, correction inline",US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'GlaxoSmithKline' matched pattern 'GlaxoSmithKline plc',NYSE (ADR),D804
Alexion Pharmaceuticals (acquired by AstraZeneca 2021),ALXN,Soliris,eculizumab,Approval,2007-03-16,Provides for the treatment of paroxysmal nocturnal hemoglobinuria to reduce hemolysis.,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125166,Verified,appl BL125166; FDA-table applicant: Alexion. NASDAQ:ALXN delisted 2021,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Alexion' matched pattern 'Alexion Pharmaceuticals (acquired by AstraZeneca 2021)',NASDAQ,D805
GlaxoSmithKline plc,GSK,Altabax,retapamulin,Approval,2007-04-12,Provides for the treatment of impetigo.,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022055,Verified,appl N022055; FDA-table applicant: GlaxoSmithKline. primary LSE:GSK,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'GlaxoSmithKline' matched pattern 'GlaxoSmithKline plc',NYSE (ADR),D806
Schwarz BioSciences (acquired by UCB 2006),,Neupro,rotigotine,Approval,2007-05-09,Provides for the treatment of the signs and symptoms of early-stage idiopathic Parkinson's disease.,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021829,Verified,appl N021829; FDA-table applicant: Schwarz BioSciences. was Nasdaq Europe-listed; acquired by UCB,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Schwarz BioSciences' matched pattern 'Schwarz BioSciences (acquired by UCB 2006)',,D807
Wyeth (acquired by Pfizer 2009),WYE,Torisel,temsirolimus,Approval,2007-05-30,Provides for the treatment of advanced renal cell carcinoma.,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022088,Verified,appl N022088; FDA-table applicant: Wyeth. NYSE:WYE delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Wyeth' matched pattern 'Wyeth (acquired by Pfizer 2009)',,D808
Gilead Sciences,GILD,Letairis,ambrisentan,Approval,2007-06-15,Provides for the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022081,Verified,appl N022081; FDA-table applicant: Gilead Sciences,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Gilead Sciences' matched pattern 'Gilead Sciences',NASDAQ,D809
Pfizer Inc.,PFE,Selzentry,maraviroc,Approval,2007-08-06,Provides for the treatment of patients infected with CCR5-tropic HIV-1.,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022128,Verified,appl N022128; FDA-table applicant: Pfizer,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pfizer' matched pattern 'Pfizer Inc.',NYSE,D810
Feinstein Kean? - Feinstein Institute/radiopharmacy (private),,Ammonia N13,ammonia,Approval,2007-08-23,"Provides for the treatment as a radioactive diagnostic agent for Positron Emission Tomography (PET), for diagnostic PET imaging of the myocardium under rest or pharmacologic stress conditions to evaluate myocardial perfusion in patients with suspected or existing coronary artery disease.",Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022119,Verified,appl N022119; FDA-table applicant: Feinstein. Ammonia N13 PET agent,PRIVATE / NO EQUITY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Feinstein' matched pattern 'Feinstein Kean? - Feinstein Institute/radiopharmacy (private)',N/A - not a listed sponsor,D811
