nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT06510764,A Trial of Chinese Traditional Medicine Combining With Intradermal Acupuncture for Treating Precocious Puberty,Children's Hospital of Fudan University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,Precocious Puberty,Ziyinxiehuo Granules of traditional Chinese Medicine,The percentage of subjects' mammary nucleus minification or disappearance at the third month.,https://clinicaltrials.gov/study/NCT06510764,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: from baseline to the third month.,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06524882,Dichoptic Treatment for Amblyopia in Children 8 to 12 Years of Age,Jaeb Center for Health Research,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,Amblyopia,,Change in amblyopic eye logMAR distance VA,https://clinicaltrials.gov/study/NCT06524882,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 18 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06752811,Polymeric Micellar Paclitaxel for Metastatic Pancreatic Cancer,"Shanghai Yizhong Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-01,ESTIMATED,Pancreatic Cancer Metastatic,paclitaxel polymeric micelles for injection; Gemcitabine Hydrochloride for Injection; Paclitaxel for Injection (albumin bound ); Gemcitabine Hydrochloride for Injection,Progression-Free-Survival,https://clinicaltrials.gov/study/NCT06752811,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Randomization to measured PD or date of death from any cause（up to 36 months),clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06841172,Continuation of First-line Therapy With Radiotherapy Versus Early Switch to Second-line Therapy in Oligoprogressive HCC,Shandong Cancer Hospital and Institute,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,OligoProgressive Metastatic Disease,Systemic therapy (Continuation of current first-line systemic therapy); Systemic therapy (Early switch to second-line systemic therapy),Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT06841172,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 2 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07050277,Post-Operative Urinary Retention on Revision Knee Arthroplasty: the Role of Intrathecal Morphine,University of Toronto,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,"Arthroplasties, Knee Replacement",Intrathecal Morphine; No Intrathecal Morphine,Postoperative urinary retention,https://clinicaltrials.gov/study/NCT07050277,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: First 48 hours after spinal anesthesia,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07104383,VK2735 for Weight Management Type 2 Diabetes Phase 3 (VANQUISH 2),"Viking Therapeutics, Inc.",INDUSTRY,"Viking Therapeutics, Inc.",VKTX,,US-LISTED,Phase 3,Active Not Recruiting,2027-07-01,ESTIMATED,Weight Loss,VK2735,Percent change in body weight from baseline to Week 78 in body weight,https://clinicaltrials.gov/study/NCT07104383,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: 78 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07104500,VK2735 for Weight Management Phase 3,"Viking Therapeutics, Inc.",INDUSTRY,"Viking Therapeutics, Inc.",VKTX,,US-LISTED,Phase 3,Active Not Recruiting,2027-07-01,ESTIMATED,Weight Loss,VK2735,Percentage change in body weight from baseline for participants receiving VK2735 after 78 weeks of treatment,https://clinicaltrials.gov/study/NCT07104500,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: 78 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07228663,Hip Fracture Surgery Arterial and Venous Thrombotic Events Prevention,McMaster University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-07-01,ESTIMATED,Hip Fracture Surgery,rivaroxaban and ASA; Low-molecular weight heparin; Fondaparinux; Direct Oral Anticoagulant (DOAC),Recruitment rate,https://clinicaltrials.gov/study/NCT07228663,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: Through study completion, an average of 1 year.",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07316296,Pharmacologically Modulating the Noradrenergic Arousal System to Reduce Freezing of Gait in Parkinson's Disease: a Multi-centre and Multi-modal Approach,Radboud University Medical Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,Parkinson's Disease (PD),Atomoxetine; Placebo,The percentage of time frozen in the dopaminergic OFF-state,https://clinicaltrials.gov/study/NCT07316296,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: Baseline, visit 2 (one week after baseline) and visit 3 (one week after visit 2).",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07410806,HEALEY ALS Platform Trial - Regimen I NUZ-001,"Merit E. Cudkowicz, MD",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2027-07-01,ESTIMATED,Amyotrophic Lateral Sclerosis (ALS),NUZ-001; Matching placebo,Disease Progression,https://clinicaltrials.gov/study/NCT07410806,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Baseline to 36 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07434310,Use of Dexmedetomidine to Improve Pain Control and Recovery After Laparocopic-Assisted Bowel Surgery in Adults,Dr. Naveed Siddiqui,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-07-01,ESTIMATED,"Bowel Diseases, Inflammatory",Dexmedetomidine infusion,Quality of recovery: QoR-15 scores at 48 hours postoperatively.,https://clinicaltrials.gov/study/NCT07434310,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 7 days post-operatively,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07816562,Ovulation Trigger Strategies in Low Ovarian Reserve (TRIGGERBEST),Fundación para la Investigación del Hospital Clínico de Valencia,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-01,ESTIMATED,Low Ovarian Reserve,Human chorionic gonadotropin (hCG); Follitropin delta; Triptorelin,Number of mature oocytes (MII),https://clinicaltrials.gov/study/NCT07816562,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: During the oocyte retrieval procedure,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06211036,"Study Comparing Tarlatamab and Durvalumab Versus Durvalumab Alone in First-Line Extensive-Stage Small-Cell Lung Cancer (ES-SCLC) Following Platinum, Etoposide and Durvalumab",Amgen,INDUSTRY,Amgen Inc.,AMGN,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2027-07-05,ESTIMATED,Extensive-Stage Small-Cell Lung Cancer,Tarlatamab; Durvalumab,OS,https://clinicaltrials.gov/study/NCT06211036,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05897320,A Study of Eptinezumab in Pediatric Participants With Episodic Migraine,H. Lundbeck A/S,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-06,ESTIMATED,Episodic Migraine,Eptinezumab; Placebo,Change From Baseline in the Number of Monthly Migraine Days (MMDs) Averaged Over Weeks 1-12,https://clinicaltrials.gov/study/NCT05897320,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Weeks 1-12",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07687576,Comparative Evaluation of Sustained meChanical AsPiration Thrombectomy and no Thrombus Modification for Pre-stent Thrombus bUrden Reduction in Patients With Acute Myocardial Infarction Study: the CAPTURE AMI Study,Oxford University Hospitals NHS Trust,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2027-07-08,ESTIMATED,STEMI - ST Elevation Myocardial Infarction,,Pre stent Thrombus Burden,https://clinicaltrials.gov/study/NCT07687576,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Pre stent implantation (Periprocedural),clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT04833140,Estrogen Administration for the Treatment of NASH in Postmenopausal Women,Massachusetts General Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-09,ESTIMATED,NASH - Nonalcoholic Steatohepatitis,Estradiol patch; Placebo,Hepatic fat,https://clinicaltrials.gov/study/NCT04833140,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 12 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06290141,A Study to Test the Efficacy and Safety of Riliprubart Against the Usual Treatment of Intravenous Immunoglobulin (IVIg) in People With Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-07-09,ESTIMATED,Chronic Inflammatory Demyelinating Polyneuropathy,riliprubart; Placebo; riliprubart; Placebo,Percentage of participants experiencing a response,https://clinicaltrials.gov/study/NCT06290141,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Genzyme acquired by Sanofi in 2011; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to week 24,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07186621,Adjuvant Radiotherapy of Sintilimab Versus TACE for HCC,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-09,ESTIMATED,Hepatocellular Carcinoma (HCC),Sintilimab,2-year RFS,https://clinicaltrials.gov/study/NCT07186621,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 2-year after randomization,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07629544,A Study of DA-302168S in Participants With Overweight/Obesity,"Chendu DIAO Pharmaceutical Group CO., LTD.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-09,ESTIMATED,Overweight and Obesity,DA-302168S; DA-302168S; Placebo,Percentage change from baseline in body weight,https://clinicaltrials.gov/study/NCT07629544,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From baseline to week 40,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06496308,Bendamustine and Rituximab With or Without Orelabrutinib in MCL Treatment,Ruijin Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-10,ESTIMATED,Mantle Cell Lymphoma (MCL),Orelabrutinib; Bendamustine; Rituximab; Venetoclax,Complete response rate,https://clinicaltrials.gov/study/NCT06496308,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: End of induction treatment visit (6-8 weeks after last dose on Day 1 of Cycle 6 [Cycle length=28 days],clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06767540,A Clinical Study of AK120 in Adolescents With Moderate-to-severe Atopic Dermatitis,Akeso,INDUSTRY,Akeso,9926.HK,HKEX Hong Kong; no US ticker,US-LISTED,Phase 3,Not Yet Recruiting,2027-07-10,ESTIMATED,Atopic Dermatitis,Placebo; placebo,Percentage of subjects who achieved Eczema Area and Severity Index (EASI)-75,https://clinicaltrials.gov/study/NCT06767540,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: at week 18 （day 127),clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06312176,A Study of Sacituzumab Tirumotecan (MK-2870) as a Single Agent and in Combination With Pembrolizumab (MK-3475) Versus Treatment of Physician's Choice in Participants With HR+/HER2- Unresectable Locally Advanced or Metastatic Breast Cancer (MK-2870-010),Merck Sharp & Dohme LLC,INDUSTRY,"Merck & Co., Inc.",MRK,NYSE,US-LISTED,Phase 3,Recruiting,2027-07-11,ESTIMATED,Breast Neoplasms,Sacituzumab tirumotecan; Paclitaxel; Nab-paclitaxel; Capecitabine,Progression-Free Survival (PFS) ( sacituzumab tirumotecan versus treatment of physician's choice [TPC]; pembrolizumab + sacituzumab tirumotecan versus TPC),https://clinicaltrials.gov/study/NCT06312176,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),"Operating/R&D subsidiary of Merck & Co., Inc. (NYSE:MRK)",lead sponsor class: INDUSTRY | primary endpoint time frame: Up to ~38 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT03582774,Multicenter Randomized Trial of 68Ga-PSMA-11 PET/CT Based SRT After Radical Prostatectomy,Jonsson Comprehensive Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-12,ESTIMATED,Recurrent Prostate Carcinoma,,Success rate of salvage radiation therapy (SRT),https://clinicaltrials.gov/study/NCT03582774,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: From date of initiation of SRT assessed up to 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07326813,A Clinical Study to Evaluate the Efficacy and Safety of D-2570 in the Treatment of Moderate to Severe Plaque Psoriasis,"InventisBio Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-12,ESTIMATED,Plaque Psoriasis,D-2570 Tablet; BMS-986165 Tablet; Placebo,To evaluate the efficacy of different doses of D-2570 compared with placebo in the treatment of patients with moderate to severe plaque psoriasis,https://clinicaltrials.gov/study/NCT07326813,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Treatment for 16 weeks after enrollment,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05198960,AVAJAK: Apixaban/Rivaroxaban Versus Aspirin for Primary Prevention of Thrombo-embolic Complications in JAK2V617F-positive Myeloproliferative Neoplasms,"University Hospital, Brest",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-13,ESTIMATED,Polycythemia Vera,Direct Oral Anticoagulants; Low-dose aspirin,Time to occurrence of arterial or venous thromboembolic events.,https://clinicaltrials.gov/study/NCT05198960,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Time to occurrence up to 24 months of patient follow-up,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06945315,SAFE Nerve Sparing Guided by Micro-ultrasound (MUS),Icahn School of Medicine at Mount Sinai,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-14,ESTIMATED,Prostate Cancer,SAFE (Saline assisted fascial engorgement),Sexual Health Inventory for Men (SHIM),https://clinicaltrials.gov/study/NCT06945315,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: Baseline (Week 0), 6 weeks, 3-months, 6-months, 12-months and 24-months following surgery",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07799532,A Trial Investigating the Efficacy and Safety of NVG-291 in Subjects With Chronic Spinal Cord Injury,NervGen Pharma,INDUSTRY,NervGen Pharma,NGEN,,US-LISTED,Phase 3,Not Yet Recruiting,2027-07-14,ESTIMATED,Chronic Spinal Cord Injury,NVG-291; Placebo,"Efficacy of NVG-291 as measured by change from baseline in combined Graded and Redefined Assessment of Strength, Sensibility and Prehension (GRASSP) Quantitative Prehension (QtP) score",https://clinicaltrials.gov/study/NCT07799532,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 12,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05057494,A Study of Acalabrutinib Plus Venetoclax Versus Venetoclax Plus Obinutuzumab in Previously Untreated Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,AstraZeneca,INDUSTRY,AstraZeneca PLC,AZN,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2027-07-15,ESTIMATED,Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,Acalabrutinib; Venetoclax; Obinutuzumab,Progression-free Survival (PFS),https://clinicaltrials.gov/study/NCT05057494,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match (ADR),lead sponsor class: INDUSTRY | primary endpoint time frame: Until progressive disease (PD) [assessed Up to 6.6 Years].,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05815927,Pembrolizumab and Radiotherapy for Oligometastatic Head and Neck Cancer,European Organisation for Research and Treatment of Cancer - EORTC,NETWORK,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-15,ESTIMATED,Oligometastatic Squamous Cell Carcinoma of the Head and Neck,Pembrolizumab,Progression-free survival by RECIST 1.1,https://clinicaltrials.gov/study/NCT05815927,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NETWORK (academic/government/network sponsor),lead sponsor class: NETWORK | primary endpoint time frame: 2.6 years after first patient in,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06940674,Adjunctive Cannabidiol for Recovery From Opioid Study,Icahn School of Medicine at Mount Sinai,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-15,ESTIMATED,Opioid Use Disorder (OUD),Cannabidiol; Placebo,Percentage of study participants with negative urine toxicology for illicit opioid use,https://clinicaltrials.gov/study/NCT06940674,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 24 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07325292,Non-inferiority Study of Frexalimab Subcutaneous Administration Compared to Intravenous Administration in Adult Participants With Multiple Sclerosis,Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-07-15,ESTIMATED,Multiple Sclerosis,Frexalimab; Frexalimab; MRI contrast-enhancing preparations,Area under the curve over the interval W20 to W24(part A),https://clinicaltrials.gov/study/NCT07325292,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Genzyme acquired by Sanofi in 2011; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: Until Week 24,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06263816,Effect of Long-term Carvedilol to Prevent Decompensation or Death in Patients With Asymptomatic Child-Pugh A5 to B8 Cirrhosis and Clinically Significant Portal Hypertension: a Multicenter Double-blind Randomized Control Trial,"University Hospital, Tours",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-07-17,ESTIMATED,Asymptomatic Cirrhosis,Experimental group: Patients will be treated with carvedilol.,To evaluate the effect of low dose carvedilol (<=12.5 mg per day) versus placebo on the occurrence of decompensation of cirrhosis or liver-related death at 36 months,https://clinicaltrials.gov/study/NCT06263816,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 36 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06806592,A Study to Test Whether Nerandomilast Helps People With Lungfibrosis Related to Rheumatic Diseases,Boehringer Ingelheim,INDUSTRY,Boehringer Ingelheim GmbH,,,PRIVATE / NO EQUITY,Phase 3,Recruiting,2027-07-17,ESTIMATED,Interstitial Lung Diseases,Nerandomilast; Placebo matching nerandomilast,Absolute change from baseline in quantitative interstitial lung disease (QILD) score [%] on high-resolution computed tomography (HRCT) at Week 26,https://clinicaltrials.gov/study/NCT06806592,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Family-owned German company; no publicly traded equity,lead sponsor class: INDUSTRY | primary endpoint time frame: At baseline and at Week 26,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06321601,"Study to Evaluate Avacopan in Combination With a Rituximab or Cyclophosphamide-containing Regimen, in Children From 6 Years to < 18 Years of Age With AAV.",Amgen,INDUSTRY,Amgen Inc.,AMGN,NASDAQ,US-LISTED,Phase 3,Active Not Recruiting,2027-07-18,ESTIMATED,Vasculitis,Avacopan,Proportion of Participants Achieving Disease Remission at Week 26 According to the Pediatric Vasculitis Activities Score (PVAS),https://clinicaltrials.gov/study/NCT06321601,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 26,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT04108156,"A Study to Evaluate Efficacy, Safety & Pharmacokinetics of the Port Delivery System (PDS) With Ranibizumab in Participants With Diabetic Macular Edema (DME) Compared With Intravitreal Ranibizumab; A Substudy to Evaluate the Safety of Re-implanting the PDS With Ranibizumab in Participants With DME",Hoffmann-La Roche,INDUSTRY,Roche Holding AG,RHHBY,OTCQX,US-LISTED,Phase 3,Active Not Recruiting,2027-07-20,ESTIMATED,Diabetic Macular Edema,PDS Implant Pre-Filled with 100 mg/mL Ranibizumab; Intravitreal Ranibizumab 0.5 mg Injection; Ranibizumab refill exchange,Change in BCVA Score From Baseline Averaged Over Weeks 60 and 64 as Measured Using the ETDRS Chart in the Efficacy Population Using a Treatment Policy Strategy for all Intercurrent Events,https://clinicaltrials.gov/study/NCT04108156,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),F. Hoffmann-La Roche AG operating entity of Roche Holding AG (OTCQX:RHHBY / SIX:ROG),lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 64,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT04997837,Study of Adjuvant Chemotherapy With or Without PD-1 Inhibitors and Chemoradiotherapy in Resected pN3 Gastric (G) or GEJ Adenocarcinoma,Fudan University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-21,ESTIMATED,Gastric Cancer,PD-1 inhibitor; Oxaliplatin; Capecitabine; Tegafur-gimeracil-oteracil potassium,3-year DFS rate,https://clinicaltrials.gov/study/NCT04997837,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07044297,A Clinical Study of MK-8527 to Prevent Human Immunodeficiency Virus Type 1 (HIV-1) (MK-8527-011),Merck Sharp & Dohme LLC,INDUSTRY,"Merck & Co., Inc.",MRK,NYSE,US-LISTED,Phase 3,Recruiting,2027-07-22,ESTIMATED,Human Immunodeficiency Virus (HIV),MK-8527; FTC/TDF; Placebo to MK-8527; Placebo to FTC/TDF,Number of Participants With Adjudicated Human Immunodeficiency Virus Type 1 (HIV-1) Infection,https://clinicaltrials.gov/study/NCT07044297,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),"Operating/R&D subsidiary of Merck & Co., Inc. (NYSE:MRK)",lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 2 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07062965,"A Study to Learn About the Study Medicine Called PF-07248144 in Combination With Fulvestrant in People With HR-positive, HER2-negative Advanced or Metastatic Breast Cancer Who Progressed After a Prior Line of Treatment.",Pfizer,INDUSTRY,Pfizer Inc.,PFE,NYSE,US-LISTED,Phase 3,Recruiting,2027-07-22,ESTIMATED,Breast Cancer,PF-07248144; Fulvestrant; Everolimus; Exemestane,Progression Free Survival (PFS) as determined by blinded independent central review (BICR) per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1,https://clinicaltrials.gov/study/NCT07062965,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Hospira acquired by Pfizer in 2015; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: From the date of randomization until disease progression or death due to any cause (up to approximately 2 years),clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07262645,Near-infrared Light Therapy Device for Mild-Moderate Alzheimer's Disease (NirsCure-03A),"Danyang Huichuang Medical Equipment Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-22,ESTIMATED,Alzheimer s Disease,,"Alzheimer's Disease Assessment Scale, cognitive subscale 13 (ADAS-Cog13)",https://clinicaltrials.gov/study/NCT07262645,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 26 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
