direction,approval_year,brand,generic,applicant,application,approval_date,compilation_review,compilation_accelerated,reconciliation_status,matched_via,master_decision_id,master_flag,openfda_crosscheck,compilation_source
compilation→master,2020,Qinlock,ripretinib,"Deciphera Pharmaceuticals, LLC",NDA213973,2020-05-15,Priority,No,MATCHED,appl NDA213973,D373,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Retevmo,selpercatinib,"Loxo Oncology, Inc.",NDA213246,2020-05-08,Priority,Yes,MATCHED,appl NDA213246,D305,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Rukobia,fostemsavir,ViiV Healthcare Company,NDA212950,2020-07-02,Priority,No,MATCHED,appl NDA212950,D365,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Sarclisa,isatuximab-irfc,Sanofi Aventis US LLC,BLA761113,2020-03-02,Standard,No,MATCHED,appl BLA761113,D379,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Sogroya,somapacitan-beco,"Novo Nordisk, Inc.",BLA761156,2020-08-28,Standard,No,MATCHED,appl BLA761156,D356,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Tabrecta,capmatinib,Novartis Pharmaceuticals Corporation,NDA213591,2020-05-06,Priority,Yes,MATCHED,appl NDA213591,D374,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Tauvid,flortaucipir F 18,"Avid Radiopharmaceuticals, Inc.",NDA212123,2020-05-28,Priority,No,MATCHED,appl NDA212123,D370,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Tazverik,tazemetostat,"Epizyme, Inc.",NDA211723,2020-01-23,Priority,Yes,MATCHED,appl NDA211723,D385,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Tepezza,teprotumumab-trbw,Horizon Therapeutics Ireland DAC,BLA761143,2020-01-21,Priority,No,MATCHED,appl BLA761143,D386,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Trodelvy,sacituzumab govitecan-hziy,"Immunomedics, Inc",BLA761115,2020-04-22,Priority,Yes,MATCHED,appl BLA761115,D376,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Tukysa,tucatinib,"Seattle Genetics, Inc.",NDA213411,2020-04-17,Priority,No,MATCHED,appl NDA213411,D377,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Uplizna,inebilizumab-cdon,"Viela Bio, Inc.",BLA761142,2020-06-11,Standard,No,MATCHED,appl BLA761142,D369,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Veklury,remdesivir,"Gilead Sciences, Inc.",NDA214787,2020-10-22,Priority,No,MATCHED,appl NDA214787,D308,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Viltepso,viltolarsen,"Nippon Shinyaku Co., Ltd.",NDA212154,2020-08-12,Priority,Yes,MATCHED,appl NDA212154,D359,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Vyepti,eptinezumab-jjmr,"Lundbeck Seattle BioPharmaceuticals, Inc.",BLA761119,2020-02-21,Standard,No,MATCHED,appl BLA761119,D382,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Winlevi,clascoterone,Cassiopea SpA,NDA213433,2020-08-26,Standard,No,MATCHED,appl NDA213433,D357,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Xeglyze,abametapir,Dr. Reddy’s Laboratories,NDA206966,2020-07-24,Standard,No,MATCHED,appl NDA206966,D363,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Zeposia,ozanimod,Celgene Corporation,NDA209899,2020-03-25,Standard,No,MATCHED,appl NDA209899,D302,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Zepzelca,lurbinectedin,"Pharma Mar USA, Inc.",NDA213702,2020-06-15,Priority,Yes,MATCHED,appl NDA213702,D368,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,Zokinvy,lonafarnib,"Eiger BioPharmaceuticals, Inc.",NDA213969,2020-11-20,Priority,No,MATCHED,appl NDA213969,D352,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,[drug marketed without a proprietary name],artesunate,"Amivas, LLC",NDA213036,2020-05-26,Priority,No,MATCHED,appl NDA213036,D371,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2020,[drug marketed without a proprietary name],gallium Ga 68 PSMA-11,University of California Los Angeles,NDA212642,2020-12-01,Standard,No,MATCHED,appl NDA212642,D350,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Adbry,tralokinumab-ldrm,LEO Pharma A/S,BLA761180,2021-12-27,Standard,No,MATCHED,appl BLA761180,D201,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Aduhelm,aducanumab-avwa,"Biogen, Inc.",BLA761178,2021-06-07,Priority,Yes,MATCHED,appl BLA761178,D225,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Amondys 45,casimersen,"Sarepta Therapeutics, Inc.",NDA213026,2021-02-25,Priority,Yes,MATCHED,appl NDA213026,D108,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Azstarys,serdexmethylphenidate and dexmethylphenidate,Commave Therapeutics SA,NDA212994,2021-03-02,Standard,No,MATCHED,appl NDA212994,D240,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Besremi,ropeginterferon alfa-2b-njft,PharmaEssentia Corporation,BLA761166,2021-11-12,Standard,No,MATCHED,appl BLA761166,D208,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Brexafemme,ibrexafungerp,"Scynexis, Inc.",NDA214900,2021-06-01,Priority,No,MATCHED,appl NDA214900,D226,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Bylvay,odevixibat,Albireo AB,NDA215498,2021-07-20,Priority,No,MATCHED,appl NDA215498,D220,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Cabenuva,cabotegravir; rilpivirine (co-packaged),ViiV Healthcare Company,NDA212888,2021-01-21,Priority,No,MATCHED,appl NDA212888,D102,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Cosela,trilaciclib,"G1 Therapeutics, Inc.",NDA214200,2021-02-12,Priority,No,MATCHED,appl NDA214200,D107,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Cytalux,pafolacianine,"On Target Laboratories, Inc.",NDA214907,2021-11-29,Priority,No,MATCHED,appl NDA214907,D205,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Empaveli,pegcetacoplan,"Apellis Pharmaceuticals, Inc.",NDA215014,2021-05-14,Priority,No,MATCHED,appl NDA215014,D232,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Evkeeza,evinacumab-dgnb,"Regeneron Pharmaceuticals, Inc.",BLA761181,2021-02-11,Priority,No,MATCHED,appl BLA761181,D106,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Exkivity,mobocertinib,"Takeda Pharmaceuticals U.S.A., Inc.",NDA215310,2021-09-15,Priority,Yes,MATCHED,appl NDA215310,D214,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Fotivda,tivozanib,"Aveo Pharmaceuticals, Inc.",NDA212904,2021-03-10,Standard,No,MATCHED,appl NDA212904,D239,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Jemperli,dostarlimab-gxly,"GlaxoSmithKline, LLC",BLA761174,2021-04-22,Priority,Yes,MATCHED,appl BLA761174,D234,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Kerendia,finerenone,"Bayer HealthCare Pharmaceuticals, Inc.",NDA215341,2021-07-09,Priority,No,MATCHED,appl NDA215341,D223,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Korsuva,difelikefalin,"Cara Therapeutics, Inc.",NDA214916,2021-08-23,Priority,No,MATCHED,appl NDA214916,D216,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Leqvio,inclisiran,Novartis Pharmaceuticals Corporation,NDA214012,2021-12-22,Standard,No,MATCHED,appl NDA214012,D202,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Livmarli,maralixibat,"Mirum Pharmaceuticals, Inc.",NDA214662,2021-09-29,Priority,No,MATCHED,appl NDA214662,D211,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Livtencity,maribavir,"Takeda Pharmaceuticals U.S.A., Inc.",NDA215596,2021-11-23,Priority,No,MATCHED,appl NDA215596,D206,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Lumakras,sotorasib,"Amgen, Inc.",NDA214665,2021-05-28,Priority,Yes,MATCHED,appl NDA214665,D229,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Lupkynis,voclosporin,"Aurinia Pharmaceuticals, Inc.",NDA213716,2021-01-22,Priority,No,MATCHED,appl NDA213716,D103,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Lybalvi,olanzapine and samidorphan,"Alkermes, Inc.",NDA213378,2021-05-28,Standard,No,MATCHED,appl NDA213378,D227,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Nextstellis,drospirenone and estetrol,"Mayne Pharma, LLC",NDA214154,2021-04-15,Standard,No,MATCHED,appl NDA214154,D235,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Nexviazyme,avalglucosidase alfa-ngpt,Genzyme Corporation,BLA761194,2021-08-06,Priority,No,MATCHED,appl BLA761194,D218,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Nulibry,fosdenopterin,"Origin Biosciences, Inc.",NDA214018,2021-02-26,Priority,No,MATCHED,appl NDA214018,D242,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Pepaxto,melphalan flufenamide,Oncopeptides AB,NDA214383,2021-02-26,Priority,Yes,MATCHED,appl NDA214383,D241,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Ponvory,ponesimod,"Janssen Pharmaceuticals, Inc.",NDA213498,2021-03-18,Standard,No,MATCHED,appl NDA213498,D238,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Pylarify,piflufolastat F 18,"Progenics Pharmaceuticals, Inc.",NDA214793,2021-05-26,Priority,No,MATCHED,appl NDA214793,D230,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Qelbree,viloxazine,"Supernus Pharmaceuticals, Inc.",NDA211964,2021-04-02,Standard,No,MATCHED,appl NDA211964,D236,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Qulipta,atogepant,"AbbVie, Inc.",NDA215206,2021-09-28,Priority (used priority review voucher),No,MATCHED,appl NDA215206,D212,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Rezurock,belumosudil,"Kadmon Pharmaceuticals, LLC",NDA214783,2021-07-16,Priority,No,MATCHED,appl NDA214783,D221,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Rybrevant,amivantamab-vmjw,"Janssen Biotech, Inc.",BLA761210,2021-05-21,Priority,Yes,MATCHED,appl BLA761210,D231,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Rylaze,asparaginase erwinia chrysanthemi (recombinant)-rywn,Jazz Pharmaceuticals Ireland Limited,BLA761179,2021-06-30,Standard,No,MATCHED,appl BLA761179,D224,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Saphnelo,anifrolumab-fnia,AstraZeneca AB,BLA761123,2021-07-30,Standard,No,MATCHED,appl BLA761123,D219,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Scemblix,asciminib,Novartis Pharmaceuticals Corporation,NDA215358,2021-10-29,Priority,Yes (indication [A] only),MATCHED,appl NDA215358,D209,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Skytrofa,lonapegsomatropin-tcgd,Ascendis Pharma Endocrinology Division A/S,BLA761177,2021-08-25,Standard,No,MATCHED,appl BLA761177,D215,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Tavneos,avacopan,"ChemoCentryx, Inc.",NDA214487,2021-10-07,Standard,No,MATCHED,appl NDA214487,D210,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Tepmetko,tepotinib,"EMD Serono, Inc.",NDA214096,2021-02-03,Priority,Yes,MATCHED,appl NDA214096,D104,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Tezspire,tezepelumab-ekko,AstraZeneca AB,BLA761224,2021-12-17,Priority,No,MATCHED,appl BLA761224,D204,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Tivdak,tisotumab vedotin-tftv,"Seagen, Inc.",BLA761208,2021-09-20,Priority,Yes,MATCHED,appl BLA761208,D213,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Truseltiq,infigratinib,"QED Therapeutics, Inc.",NDA214622,2021-05-28,Priority,Yes,MATCHED,appl NDA214622,D228,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Ukoniq,umbralisib,"TG Therapeutics, Inc.",NDA213176,2021-02-05,Priority (indication [A] only),Yes,MATCHED,appl NDA213176,D105,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Verquvo,vericiguat,Merck Sharp and Dohme Corp.,NDA214377,2021-01-19,Priority,No,MATCHED,appl NDA214377,D101,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Voxzogo,vosoritide,"BioMarin Pharmaceutical, Inc.",NDA214938,2021-11-19,Priority,Yes,MATCHED,appl NDA214938,D207,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Vyvgart,efgartigimod alfa-fcab,argenx BV,BLA761195,2021-12-17,Standard,No,MATCHED,appl BLA761195,D203,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Welireg,belzutifan,Merck Sharp and Dohme Corp.,NDA215383,2021-08-13,Priority,No,MATCHED,appl NDA215383,D217,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Zegalogue,dasiglucagon,Zealand Pharma A/S,NDA214231,2021-03-22,Standard,No,MATCHED,appl NDA214231,D237,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,Zynlonta,loncastuximab tesirine-lpyl,ADC Therapeutics S.A.,BLA761196,2021-04-23,Priority,Yes,MATCHED,appl BLA761196,D233,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2021,[drug marketed without a proprietary name],fexinidazole,Drugs for Neglected Diseases initiative,NDA214429,2021-07-16,Priority,No,MATCHED,appl NDA214429,D222,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Amvuttra,vutrisiran,"Alnylam Pharmaceuticals, Inc.",NDA215515,2022-06-13,Standard,No,MATCHED,appl NDA215515,D124,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Briumvi,ublituximab-xiiy,"TG Therapeutics, Inc.",BLA761238,2022-12-28,Standard,No,MATCHED,appl BLA761238,D144,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Camzyos,mavacamten,"MyoKardia, Inc.",NDA214998,2022-04-28,Standard,No,MATCHED,appl NDA214998,D120,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Cibinqo,abrocitinib,"Pfizer, Inc.",NDA213871,2022-01-14,Priority,No,MATCHED,appl NDA213871,D110,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Daxxify,daxibotulinumtoxinA-lanm,"Revance Therapeutics, Inc.",BLA761127,2022-09-07,Standard,No,MATCHED,appl BLA761127,D127,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Elahere,mirvetuximab soravtansine-gynx,"ImmunoGen, Inc.",BLA761310,2022-11-14,Priority,Yes,MATCHED,appl BLA761310,D137,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Elucirem,gadopiclenol,"Guerbet, LLC",NDA216986,2022-09-21,Priority,No,MATCHED,appl NDA216986,D131,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Enjaymo,sutimlimab-jome,"Bioverativ USA, Inc.",BLA761164,2022-02-04,Priority,No,MATCHED,appl BLA761164,D113,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Imjudo,tremelimumab-actl,AstraZeneca AB,BLA761289,2022-10-21,Priority (used priority review voucher),No,MATCHED,appl BLA761289,D135,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Kimmtrak,tebentafusp-tebn,Immunocore Limited,BLA761228,2022-01-25,Priority,No,MATCHED,appl BLA761228,D111,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Krazati,adagrasib,"Mirati Therapeutics, Inc.",NDA216340,2022-12-12,Standard,Yes,MATCHED,appl NDA216340,D140,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Lunsumio,mosunetuzumab-axgb,"Genentech, Inc.",BLA761263,2022-12-22,Priority,Yes,MATCHED,appl BLA761263,D141,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Lytgobi,futibatinib,"Taiho Oncology, Inc.",NDA214801,2022-09-30,Priority,Yes,MATCHED,appl NDA214801,D134,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Mounjaro,tirzepatide,Eli Lilly and Company,NDA215866,2022-05-13,Priority (used priority review voucher),No,MATCHED,appl NDA215866,D122,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,NexoBrid,anacaulase-bcdb,"MediWound, Ltd.",BLA761192,2022-12-28,Standard,No,MATCHED,appl BLA761192,D145,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Omlonti,omidenepag isopropyl,"Santen, Inc.",NDA215092,2022-09-22,Standard,No,MATCHED,appl NDA215092,D132,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Opdualag,nivolumab and relatlimab-rmbw,Bristol-Myers Squibb Company,BLA761234,2022-03-18,Priority,No,MATCHED,appl BLA761234,D116,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Pluvicto,lutetium Lu 177 vipivotide tetraxetan,"Advanced Accelerator Applications USA, Inc.",NDA215833,2022-03-23,Priority,No,MATCHED,appl NDA215833,D118,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Pyrukynd,mitapivat,"Agios Pharmaceuticals, Inc.",NDA216196,2022-02-17,Priority,No,MATCHED,appl NDA216196,D114,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Quviviq,daridorexant,Idorsia Pharmaceuticals Ltd.,NDA214985,2022-01-07,Standard,No,MATCHED,appl NDA214985,D109,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Relyvrio,sodium phenylbutyrate and taurursodiol,"Amylyx Pharmaceuticals, Inc.",NDA216660,2022-09-29,Priority,No,MATCHED,appl NDA216660,D133,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Rezlidhia,olutasidenib,"Forma Therapeutics, Inc.",NDA215814,2022-12-01,Standard,No,MATCHED,appl NDA215814,D139,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Rolvedon,eflapegrastim-xnst,"Spectrum Pharmaceuticals, Inc.",BLA761148,2022-09-09,Standard,No,MATCHED,appl BLA761148,D128,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Sotyktu,deucravacitinib,Bristol-Myers Squibb Company,NDA214958,2022-09-09,Standard,No,MATCHED,appl NDA214958,D129,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Spevigo,spesolimab-sbzo,"Boehringer Ingelheim Pharmaceuticals, Inc.",BLA761244,2022-09-01,Priority,No,MATCHED,appl BLA761244,D126,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Sunlenca,lenacapavir,"Gilead Sciences, Inc.",NDA215973,2022-12-22,Priority,No,MATCHED,appl NDA215973,D142,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Tecvayli,teclistamab-cqyv,"Janssen Biotech, Inc.",BLA761291,2022-10-25,Priority,Yes,MATCHED,appl BLA761291,D136,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Terlivaz,terlipressin,"Mallinckrodt Pharmaceuticals Ireland, Ltd.",NDA22231,2022-09-14,Priority,No,MATCHED,appl NDA22231,D130,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Tzield,teplizumab-mzwv,"Provention Bio, Inc.",BLA761183,2022-11-17,Priority,No,MATCHED,appl BLA761183,D138,YEAR_TABLE_ROW,DATE_DIFFERS_FROM_DRUGSFDA_1_3D,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Vabysmo,faricimab-svoa,"Genentech, Inc.",BLA761235,2022-01-28,Priority (used priority review voucher),No,MATCHED,appl BLA761235,D112,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Vivjoa,oteseconazole,"Mycovia Pharmaceuticals, Inc.",NDA215888,2022-04-26,Priority,No,MATCHED,appl NDA215888,D119,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Vonjo,pacritinib,CTI BioPharma Corporation,NDA208712,2022-02-28,Priority,Yes,MATCHED,appl NDA208712,D115,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Voquezna Triple Pak,vonoprazan; amoxicillin; clarithromycin (co-packaged),"Phathom Pharmaceuticals, Inc.",NDA215152,2022-05-03,Priority,No,MATCHED,appl NDA215152,D121,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Vtama,tapinarof,"Dermavant Sciences, Inc.",NDA215272,2022-05-23,Standard,No,MATCHED,appl NDA215272,D123,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Xenoview,xenon Xe 129 hyperpolarized,"Polarean, Inc.",NDA214375,2022-12-23,Standard,No,MATCHED,appl NDA214375,D143,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Xenpozyme,olipudase alfa-rpcp,Genzyme Corporation,BLA761261,2022-08-31,Priority,No,MATCHED,appl BLA761261,D125,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2022,Ztalmy,ganaxolone,"Marinus Pharmaceuticals, Inc.",NDA215904,2022-03-18,Priority,No,MATCHED,appl NDA215904,D117,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Agamree,vamorolone,Santhera Pharmaceuticals (Switzerland) Ltd.,NDA215239,2023-10-26,Standard,No,MATCHED,appl NDA215239,D189,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Aphexda,motixafortide,"BioLineRx, Ltd.",NDA217159,2023-09-08,Standard,No,MATCHED,appl NDA217159,D181,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Augtyro,repotrectinib,Bristol-Myers Squibb Company,NDA218213,2023-11-15,Priority,No,MATCHED,appl NDA218213,D193,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Beyfortus,nirsevimab-alip,AstraZeneca AB,BLA761328,2023-07-17,Standard,No,MATCHED,appl BLA761328,D172,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Bimzelx,bimekizumab-bkzx,"UCB, Inc.",BLA761151,2023-10-17,Standard,No,MATCHED,appl BLA761151,D187,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Brenzavvy,bexagliflozin,"TheracosBio, LLC.",NDA214373,2023-01-20,Standard,No,MATCHED,appl NDA214373,D147,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Columvi,glofitamab-gxbm,"Genentech, Inc.",BLA761309,2023-06-15,Priority,Yes,MATCHED,appl BLA761309,D168,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2023,Daybue,trofinetide,"Acadia Pharmaceuticals, Inc.",NDA217026,2023-03-10,Priority,No,MATCHED,appl NDA217026,D155,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
