company_name,ticker,total_pipeline_programs_tracked,approved_count,advanced_to_next_phase_count,paused_or_clinical_hold_count,crl_rejected_count,phase_details,source_url_1,source_url_2,verification_status,notes
"Vera Therapeutics, Inc.",VERA,1,1,0,0,0,FDA decisions tracked in this dataset: Trutakna (2026-07-07 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Vanda Pharmaceuticals,VNDA,3,3,0,0,0,FDA decisions tracked in this dataset: Ponvory (2021-03-18 - Approval) | Nereus (2025-12-30 - Approval) | Bysanti (2026-02-20 - Approval),https://laafon.com/fda-novel-drug/bysanti-fda-approval-treatment-for-schizophrenia-bipolar-i/,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Viridian Therapeutics, Inc.",VRDN,1,1,0,0,0,FDA decisions tracked in this dataset: Lumvoa (2026-06-26 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Verona Pharma plc,VRNA,1,1,0,0,0,FDA decisions tracked in this dataset: Ohtuvayre (2024-06-26 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217389s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217389s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Verastem Oncology,VSTM,1,1,0,0,0,FDA decisions tracked in this dataset: Avmapki Fakzynja Co-Pack (2025-05-08 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Wockhardt Limited,WOCKPHARMA.NS,1,1,0,0,0,FDA decisions tracked in this dataset: Zaynich (2026-05-29 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
X4 Pharmaceuticals,XFOR,1,1,0,0,0,FDA decisions tracked in this dataset: Xolremdi (2024-04-26 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218709s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218709s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Zealand Pharma A/S,ZLDPF,1,1,0,0,0,FDA decisions tracked in this dataset: Zegalogue (2021-03-22 - Approval),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Zevra Therapeutics,ZVRA,1,1,0,0,0,FDA decisions tracked in this dataset: Miplyffa (2024-09-20 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214927s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214927s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Zymeworks Inc.,ZYME,1,1,0,0,0,FDA decisions tracked in this dataset: Ziihera (2024-11-20 - Approval),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761416s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761416s000lbl.pdf,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Eisai Co., Ltd.",ESALY,1,1,0,0,0,FDA decisions tracked in this dataset: Dayvigo (2019-12-20 - Approval),https://www.fda.gov/media/133911/download,https://www.fda.gov/media/133911/download,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Global Blood Therapeutics, Inc. (acquired by Pfizer, 2022)",GBT,1,1,0,0,0,FDA decisions tracked in this dataset: Oxbryta (2019-11-25 - Approval),https://www.fda.gov/media/133911/download,https://www.fda.gov/media/133911/download,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
"Intra-Cellular Therapies, Inc. (acquired by J&J, 2025)",ITCI,1,1,0,0,0,FDA decisions tracked in this dataset: Caplyta (2019-12-20 - Approval),https://www.fda.gov/media/133911/download,https://www.fda.gov/media/133911/download,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
Karyopharm Therapeutics Inc.,KPTI,1,1,0,0,0,FDA decisions tracked in this dataset: Xpovio (2019-07-03 - Approval),https://www.fda.gov/media/133911/download,https://www.fda.gov/media/133911/download,Verified - FDA decisions only (partial pipeline view),Counts cover ONLY the FDA decisions that have been verified and tracked in this repository - they are not the company's full pipeline. Phase-by-phase progression and clinical holds are therefore reported as 0 rather than estimated; upgrade this row to a full pipeline scorecard by reading the company's own pipeline disclosure.
