company_name,ticker,exchange,us_investable_class,phase3_trials_tracked_2026_2027,phase3_active_or_recruiting,phase3_completed,phase3_paused_or_terminated,deep_dive_pipeline_programs,advanced_to_next_phase_count,paused_or_clinical_hold_count,clinical_progression_rate_pct,novel_nme_approvals,original_non_nme_approvals,label_expansions_approved,crl_rejections_tracked,total_fda_decisions_tracked,fda_approval_rate_pct,composite_clinical_score_0_100,success_grade,source_url_1,source_url_2,verification_status,notes
SIGA Technologies Inc.,SIGA,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,2,0,1,100.0,53.9,C,https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 2 label expansion(s)"
Sage Therapeutics,SAGE,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,0,0,1,100.0,53.9,C,https://www.fda.gov/media/133911/download (Advancing Health Through Innovation: New Drug Therapy Approvals 2019),https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s)"
Shield Therapeutics plc (UK),STX,LSE,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://www.fda.gov/media/133911/download,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Synergy Pharmaceuticals Inc. (bankrupt 2018; rights to Salix/Bausch then Ardelyx),SGYP,NASDAQ (delisted/bankrupt 2018),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Tetraphase Pharmaceuticals (acquired by La Jolla 2020),TTPH,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211109,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
VIVUS Inc.,VVUS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,2,5,0,1,100.0,53.9,C,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 2 original non-NME approval(s) | 5 label expansion(s)"
"Viela Bio, Inc.",VIE,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,2,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761142,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 2 label expansion(s)"
XenoPort (acquired by Depomed 2016),XNPT,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Y-mAbs Therapeutics,YMAB,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.9,C,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761171,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Genmab,GMAB,NASDAQ (ADS),US-LISTED (ADR),1,1,0,0,1,0,0,,1,0,3,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761324s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 3 label expansion(s)"
AbbVie (current holder) / ImmunoGen (applicant at approval),IMGN,"formerly NASDAQ:IMGN, delisted Feb 2024",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761310s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Chimerix Inc.,CMRX,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219876s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Clovis Oncology, Inc.",CLVS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://web.archive.org/web/20190207172630/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm483775.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Day One Biopharmaceuticals,DAWN,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,2,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218033s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 2 label expansion(s)"
Eisai (applicant) in partnership with Biogen,4523.T,Tokyo Stock Exchange; no US ADR,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Merck KGaA (EMD Serono),MRK.DE,Xetra (Frankfurt); no US ticker,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Merck KGaA (EMD Serono; co-developed with Pfizer),MKGAY,OTC ADR; primary XETRA:MRK (Merck KGaA Darmstadt),US-LISTED (ADR),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,53.0,C,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Travere Therapeutics,TVTX,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,3,0,1,100.0,53.0,C,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216403s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 3 label expansion(s)"
Eli Lilly and Company,LLY,NYSE,US-LISTED,17,12,5,0,38,22,2,91.7,24,18,117,4,28,85.7,52.4,C,https://www.lilly.com/discovery/clinical-development-pipeline,https://www.lilly.com/discovery/pipeline,Verified - Deep-Dive Pipeline & FDA Record,"17 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (12 active, 5 completed) | Pipeline progression: 22 advanced, 2 paused/on hold | FDA outcomes: 24 novel approval(s), 4 CRL(s) [approval rate 85.7%] | 18 original non-NME approval(s) | 117 label expansion(s)"
"Shionogi & Co., Ltd.",SGIOF,OTC ADR; primary TSE:4507,US-LISTED (ADR),0,0,0,0,2,0,0,,2,2,1,0,2,100.0,52.0,C,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 2 original non-NME approval(s) | 1 label expansion(s)"
Ionis Pharmaceuticals (Akcea; AKCA delisted 2019),IONS,NASDAQ,US-LISTED,2,2,0,0,28,7,1,87.5,5,0,1,0,5,100.0,49.7,D,https://ir.ionis.com/,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211172,Verified - Deep-Dive Pipeline & FDA Record,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed) | Pipeline progression: 7 advanced, 1 paused/on hold | FDA outcomes: 5 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 label expansion(s)"
Amgen Inc. (with UCB),AMGN,NASDAQ,US-LISTED,13,10,1,2,30,13,2,86.7,13,11,76,3,16,81.2,49.3,D,https://www.amgen.com/science/pipeline,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,Verified - Deep-Dive Pipeline & FDA Record,"13 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (10 active, 1 completed) | Pipeline progression: 13 advanced, 2 paused/on hold | FDA outcomes: 13 novel approval(s), 3 CRL(s) [approval rate 81.2%] | 11 original non-NME approval(s) | 76 label expansion(s)"
Biomeasure/IPSEN group,IPSEY,OTC ADR; primary Euronext:IPN,NON-US LISTING ONLY,3,2,1,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://clinicaltrials.gov/study/NCT06383403,Verified - Phase 3 Registry + FDA Outcomes,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Amicus Therapeutics, Inc.",FOLD,"formerly NASDAQ:FOLD, delisted Apr 2026",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761204s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Bausch + Lomb,BLCO,NYSE,US-LISTED,1,0,0,1,2,0,0,,2,16,8,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216675s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 16 original non-NME approval(s) | 8 label expansion(s)"
GE HealthCare (GE at approval; spun off 2023),GEHC,NASDAQ,US-LISTED,1,1,0,0,2,0,0,,2,1,7,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215168s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 7 label expansion(s)"
Amylin Pharmaceuticals (acquired by BMS 2012),AMLN,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20090709174606/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081676.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Astellas Pharma Inc. (Japan),4503,TSE,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"BioCryst Pharmaceuticals, Inc.",BCRX,NASDAQ,US-LISTED,0,0,0,0,2,0,0,,2,1,2,0,2,100.0,48.9,D,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214094,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 2 label expansion(s)"
CSL Limited,CSL.AX,ASX Australia; no US ADR primary,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761367s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
CV Therapeutics (acquired by Gilead 2009),CVTX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Catalyst Pharmaceuticals,CPRX,NASDAQ,US-LISTED,0,0,0,0,2,0,0,,2,1,7,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215239s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 7 label expansion(s)"
Dainippon Pharmaceutical (now Daiichi Sankyo; Otsuka 2025),4568,TSE,NON-US LISTING ONLY,0,0,0,0,4,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Galderma Group AG,GALD.SW,SIX Swiss Exchange; no US ticker,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761390s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Idorsia Pharmaceuticals,IDIA.SW,SIX Swiss Exchange; no US ticker,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217686s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
UCB SA (Belgium),UCBJY,OTC ADR; primary Euronext:UCB,NON-US LISTING ONLY,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,48.9,D,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Nuvation Bio,NUVB,NYSE,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,48.1,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Taiho Oncology, Inc. (Otsuka Holdings group)",4578.T,TSE Japan (parent only),NON-US LISTING ONLY,1,1,0,0,4,0,0,,4,0,0,1,5,80.0,47.7,D,https://www.psychiatrictimes.com/view/fda-approves-centanafadine-for-adhd-in-children-adolescents-and-adults,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 4 novel approval(s), 1 CRL(s) [approval rate 80.0%]"
ViiV Healthcare (GSK group),GSK,NYSE,US-LISTED,2,1,1,0,33,0,0,,33,13,77,4,37,89.2,47.5,D,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://clinicaltrials.gov/study/NCT05979311,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 33 novel approval(s), 4 CRL(s) [approval rate 89.2%] | 13 original non-NME approval(s) | 77 label expansion(s)"
X4 Pharmaceuticals,XFOR,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,46.6,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218709s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Geron Corporation,GERN,NASDAQ,US-LISTED,0,0,0,0,6,2,1,66.7,1,0,0,0,1,100.0,46.6,D,https://www.geron.com/r-d/pipeline/,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217779s000lbl.pdf,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 2 advanced, 1 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
ImmunityBio,IBRX,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,46.6,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761336s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Innoviva (Entasis Therapeutics, an Innoviva company)",INVA,NASDAQ,US-LISTED,1,1,0,0,4,0,0,,4,1,0,0,4,100.0,46.1,D,https://investor.inva.com/news-releases/news-release-details/us-fda-approves-nuzolvencer-zoliflodacin-first-class-single-dose,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 4 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s)"
United Therapeutics Corporation,UTHR,NASDAQ,US-LISTED,1,0,1,0,2,0,0,,2,5,7,3,5,40.0,44.6,D,https://web.archive.org/web/20190207172632/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm430302.htm,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 3 CRL(s) [approval rate 40.0%] | 5 original non-NME approval(s) | 7 label expansion(s)"
AbbVie Inc.,ABBV,NYSE,US-LISTED,16,11,5,0,34,14,4,77.8,10,58,224,4,14,71.4,44.5,D,https://www.abbvie.com/science/pipeline.html,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,Verified - Deep-Dive Pipeline & FDA Record,"16 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (11 active, 5 completed) | Pipeline progression: 14 advanced, 4 paused/on hold | FDA outcomes: 10 novel approval(s), 4 CRL(s) [approval rate 71.4%] | 58 original non-NME approval(s) | 224 label expansion(s)"
"Organon (current US rights) / Dermavant Sciences, a Roivant company (applicant at approval)",ROIV,NASDAQ (Roivant proxy),US-LISTED,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,43.7,D,https://allsci.com/news/approvals/lisraya-dermatomyositis-fda-approval-approves-as/,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Verastem, Inc.",VSTM,NASDAQ,US-LISTED,0,0,0,0,2,0,0,,2,0,0,0,2,100.0,43.7,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Sarepta Therapeutics, Inc.",SRPT,NASDAQ,US-LISTED,1,1,0,0,12,5,2,71.4,3,0,0,1,4,75.0,43.2,D,https://www.sarepta.com/science/pipeline,https://web.archive.org/web/20190207172630/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm483775.htm,Verified - Deep-Dive Pipeline & FDA Record,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 5 advanced, 2 paused/on hold | FDA outcomes: 3 novel approval(s), 1 CRL(s) [approval rate 75.0%]"
Bausch Health Companies (Salix; Cosmo developer),BHC,NYSE,US-LISTED,0,0,0,0,5,0,0,,5,46,24,1,6,83.3,43.2,D,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210910,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 5 novel approval(s), 1 CRL(s) [approval rate 83.3%] | 46 original non-NME approval(s) | 24 label expansion(s)"
Alkermes plc,ALKS,NASDAQ,US-LISTED,2,2,0,0,2,0,0,,2,3,3,1,3,66.7,41.6,D,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://clinicaltrials.gov/study/NCT07502443,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 2 novel approval(s), 1 CRL(s) [approval rate 66.7%] | 3 original non-NME approval(s) | 3 label expansion(s)"
Takeda Pharmaceutical Company Limited,TAK,NYSE,US-LISTED,0,0,0,0,10,0,0,,10,21,87,2,12,83.3,41.6,D,https://www.takeda.com/newsroom/newsreleases/2026/orzeyful-approved-narcolepsy/,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 10 novel approval(s), 2 CRL(s) [approval rate 83.3%] | 21 original non-NME approval(s) | 87 label expansion(s)"
Akeso Inc.,9926.HK,HKEX Hong Kong; no US ticker,NON-US LISTING ONLY,7,7,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761258Orig1s000correctedlbl.pdf,https://clinicaltrials.gov/study/NCT05235516,Verified - Phase 3 Registry + FDA Outcomes,"7 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (7 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Haisco Pharmaceutical Group,002653.SZ,SZSE China; no US ticker,NON-US LISTING ONLY,4,3,1,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://chemxpert.com/all-news/haiscos-cipepofol-becomes-the-first-china-originated-innovative-intravenous-anesthetic-approved-by-the-us-fda,https://clinicaltrials.gov/study/NCT07658339,Verified - Phase 3 Registry + FDA Outcomes,"4 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Intra-Cellular Therapies, Inc. (acquired by J&J, 2025)",ITCI,"formerly NASDAQ:ITCI, delisted 2025",FORMERLY US-LISTED (DELISTED/ACQUIRED),3,2,1,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.fda.gov/media/133911/download,https://clinicaltrials.gov/study/NCT06690398,Verified - Phase 3 Registry + FDA Outcomes,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
