company_name,ticker,drug_name,recent_clinical_trial_result,fda_decision,fda_decision_date,fda_decision_type,stock_pricing_before,stock_pricing_after,pct_change_on_decision,stock_price_t1,pct_change_t1,stock_pricing_summary,company_success_rate_summary,company_score,company_score_grade,company_success_rate_pct,total_drugs_in_profile,approved_drugs,phase3_programs,paused_or_hold,advanced_to_next_phase,review_pathway,indication,fda_source_url,secondary_source_url,verification_status,us_investable_class,notes
"Lantheus Holdings, Inc.",LNTH,Tauklarify (florquinitau F 18),PET imaging of the brain to identify tau neurofibrillary tangle pathology in adults being evaluated for Alzheimer disease,Approval on 2026-08-13 for Tauklarify (florquinitau F 18) (PET imaging of the brain to identify tau neurofibrillary tangle pathology in adu) - Pathway: Not stated,2026-08-13,Approval,100.7300033569336,100.94000244140625,0.21,100.94999694824219,0.22,Before: 100.7300033569336 on 2026-08-12 -> After: 100.94000244140625 on 2026-08-13 (0.21%); T+1: 100.94999694824219 (0.22%),"Score: 58.6 Grade: C Success Rate: 100.0% - Profile: 3 total, 4 approved, 0 Phase3, 0 paused, 0 advanced",58.6,C,100.0,3,4,0,0,0,,PET imaging of the brain to identify tau neurofibrillary tangle pathology in adults being evaluated for Alzheimer disease,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220496,Verified,US-LISTED,"Decision engine analysis row: Lantheus Holdings, Inc. Tauklarify (florquinitau F 18) Approval 2026-08-13. Trial result: PET imaging of the brain to identify tau neurofibrillary tangle pathology in adults being evaluated . Stock: Before: 100.7300033569336 on 2026-08-12 -> After: 100.94000244140625 on 2026-08-13 (0.21%); T+1: 100. Score: Score: 58.6 Grade: C Success Rate: 100.0% - Profile: 3 total, 4 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220496"
ITM Isotope Technologies / Lumara Bio USA (US agent),ITM.DE,Lutetium Lu-177 edotreotide,Gastroenteropancreatic neuroendocrine tumors,Complete Response Letter (Rejection) on 2026-08-07 for Lutetium Lu-177 edotreotide (Gastroenteropancreatic neuroendocrine tumors) - Pathway: Not stated,2026-08-07,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-08-07 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,Gastroenteropancreatic neuroendocrine tumors,https://api.fda.gov/transparency/crl.json,https://open.fda.gov/apis/transparency/completeresponseletters/,Verified - foreign listing only,,"Decision engine analysis row: ITM Isotope Technologies / Lumara Bio USA (US agent) Lutetium Lu-177 edotreotide Complete Response Letter (Rejection) 2026-08-07. Trial result: Gastroenteropancreatic neuroendocrine tumors. Stock: Before: N/A on N/A -> After: N/A on 2026-08-07 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json + https://open.fda.gov/apis/transparency/completeresponseletters/"
Takeda Pharmaceutical Company,TAK,Orzeyful (oveporexton),Narcolepsy type 1,Approval on 2026-08-05 for Orzeyful (oveporexton) (Narcolepsy type 1) - Pathway: Priority,2026-08-05,Approval,17.75,16.56,-6.7,,,Before: 17.75 on 2026-07-29 -> After: 16.56 on 2026-08-05 (-6.7%); T+1: N/A (N/A%),"Score: 46.6 Grade: D Success Rate: 83.3% - Profile: 10 total, 34 approved, 0 Phase3, 0 paused, 0 advanced",46.6,D,83.3,10,34,0,0,0,Priority,Narcolepsy type 1,https://www.takeda.com/newsroom/newsreleases/2026/orzeyful-approved-narcolepsy/,https://www.psychiatrictimes.com/view/fda-approves-oveporexton-for-narcolepsy-type-1-first-drug-to-treat-full-range-of-nt1-symptoms,Verified,US-LISTED,"Decision engine analysis row: Takeda Pharmaceutical Company Orzeyful (oveporexton) Approval 2026-08-05. Trial result: Narcolepsy type 1. Stock: Before: 17.75 on 2026-07-29 -> After: 16.56 on 2026-08-05 (-6.7%); T+1: N/A (N/A%). Score: Score: 46.6 Grade: D Success Rate: 83.3% - Profile: 10 total, 34 approved, 0 Phase3, 0 paused, 0 adv. Sources: https://www.takeda.com/newsroom/newsreleases/2026/orzeyful-approved-narcolepsy/ + https://www.psychiatrictimes.com/view/fda-approves-oveporexton-for-narcolepsy-type-1-first-drug-to-treat-full-range-of-nt1-symptoms"
TAKEDA PHARMS USA,,NDA220860,NDA220860 - Approval (Type 1 - New Molecular Entity; v24 openFDA backfill),Approval (Type 1 - New Molecular Entity; v24 openFDA backfill) on 2026-08-05 for NDA220860 (No indication text - blank beats guessed) - Pathway: PRIORITY,2026-08-05,Approval (Type 1 - New Molecular Entity; v24 openFDA backfill),,,,,,Before: N/A on N/A -> After: N/A on 2026-08-05 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220860,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA220860""",Verified - openFDA Drugs@FDA ORIG/AP record (v24 backfill),,"Decision engine analysis row: TAKEDA PHARMS USA NDA220860 Approval (Type 1 - New Molecular Entity; v24 openFDA backfill) 2026-08-05. Trial result: NDA220860 - Approval (Type 1 - New Molecular Entity; v24 openFDA backfill). Stock: Before: N/A on N/A -> After: N/A on 2026-08-05 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220860 + https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA220860"""
Otsuka Pharmaceutical (parent Otsuka Holdings),4578.T,Simtriyo (centanafadine),Attention-deficit hyperactivity disorder,Approval on 2026-07-24 for Simtriyo (centanafadine) (Attention-deficit hyperactivity disorder) - Pathway: Standard,2026-07-24,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2026-07-24 (N/A%); T+1: N/A (N/A%),"Score: 46.7 Grade: D Success Rate: 80.0% - Profile: 4 total, 4 approved, 1 Phase3, 0 paused, 0 advanced",46.7,D,80.0,4,4,1,0,0,Standard,Attention-deficit hyperactivity disorder,https://www.psychiatrictimes.com/view/fda-approves-centanafadine-for-adhd-in-children-adolescents-and-adults,https://www.delveinsight.com/blog/simtriyo-approval-for-adhd,Verified - foreign parent listing only,NON-US LISTING ONLY,"Decision engine analysis row: Otsuka Pharmaceutical (parent Otsuka Holdings) Simtriyo (centanafadine) Approval 2026-07-24. Trial result: Attention-deficit hyperactivity disorder. Stock: Before: N/A on N/A -> After: N/A on 2026-07-24 (N/A%); T+1: N/A (N/A%). Score: Score: 46.7 Grade: D Success Rate: 80.0% - Profile: 4 total, 4 approved, 1 Phase3, 0 paused, 0 advan. Sources: https://www.psychiatrictimes.com/view/fda-approves-centanafadine-for-adhd-in-children-adolescents-and-adults + https://www.delveinsight.com/blog/simtriyo-approval-for-adhd"
"Outlook Therapeutics, Inc.",OTLK,Lytenava (bevacizumab-vikg),Neovascular (wet) age-related macular degeneration,Approval on 2026-07-24 for Lytenava (bevacizumab-vikg) (Neovascular (wet) age-related macular degeneration) - Pathway: Not stated,2026-07-24,Approval,1.3200000524520874,1.4049999713897705,6.44,1.065000057220459,-19.32,Before: 1.3200000524520874 on 2026-07-23 -> After: 1.4049999713897705 on 2026-07-24 (6.44%); T+1: 1.065000057220459 (-19.32%),"Score: 26.5 Grade: E Success Rate: 0.0% - Profile: 1 total, 0 approved, 1 Phase3, 0 paused, 1 advanced",26.5,E,0.0,1,0,1,0,1,,Neovascular (wet) age-related macular degeneration,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761320,Verified - FLAGGED IRREGULARITY (resolved),US-LISTED,"Decision engine analysis row: Outlook Therapeutics, Inc. Lytenava (bevacizumab-vikg) Approval 2026-07-24. Trial result: Neovascular (wet) age-related macular degeneration. Stock: Before: 1.3200000524520874 on 2026-07-23 -> After: 1.4049999713897705 on 2026-07-24 (6.44%); T+1: 1.. Score: Score: 26.5 Grade: E Success Rate: 0.0% - Profile: 1 total, 0 approved, 1 Phase3, 0 paused, 1 advanc. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761320"
OTSUKA PHARMACEUTICAL CO LTD,,NDA218145,NDA218145 - Approval (Type 1 - New Molecular Entity; v24 openFDA backfill),Approval (Type 1 - New Molecular Entity; v24 openFDA backfill) on 2026-07-24 for NDA218145 (No indication text - blank beats guessed) - Pathway: PRIORITY,2026-07-24,Approval (Type 1 - New Molecular Entity; v24 openFDA backfill),,,,,,Before: N/A on N/A -> After: N/A on 2026-07-24 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218145,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA218145""",Verified - openFDA Drugs@FDA ORIG/AP record (v24 backfill),,"Decision engine analysis row: OTSUKA PHARMACEUTICAL CO LTD NDA218145 Approval (Type 1 - New Molecular Entity; v24 openFDA backfill) 2026-07-24. Trial result: NDA218145 - Approval (Type 1 - New Molecular Entity; v24 openFDA backfill). Stock: Before: N/A on N/A -> After: N/A on 2026-07-24 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218145 + https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA218145"""
"Nuvalent, Inc.",NUVL,Jideytro (zidesamtinib),Locally advanced or metastatic ROS1-positive NSCLC after a ROS1 kinase inhibitor,Approval on 2026-07-22 for Jideytro (zidesamtinib) (Locally advanced or metastatic ROS1-positive NSCLC after a ROS1 kinase inhibitor) - Pathway: Not stated,2026-07-22,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2026-07-22 (N/A%); T+1: N/A (N/A%),"Score: 53.9 Grade: C Success Rate: 0.0% - Profile: 4 total, 0 approved, 0 Phase3, 0 paused, 1 advanced",53.9,C,0.0,4,0,0,0,1,,Locally advanced or metastatic ROS1-positive NSCLC after a ROS1 kinase inhibitor,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220185,Verified,US-LISTED,"Decision engine analysis row: Nuvalent, Inc. Jideytro (zidesamtinib) Approval 2026-07-22. Trial result: Locally advanced or metastatic ROS1-positive NSCLC after a ROS1 kinase inhibitor. Stock: Before: N/A on N/A -> After: N/A on 2026-07-22 (N/A%); T+1: N/A (N/A%). Score: Score: 53.9 Grade: C Success Rate: 0.0% - Profile: 4 total, 0 approved, 0 Phase3, 0 paused, 1 advanc. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220185"
Apiject Systems Corp.,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-07-21 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-07-21,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-07-21 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Apiject Systems Corp.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219107,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Apiject Systems Corp. See FDA letter Complete Response Letter (Rejection) 2026-07-21. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-07-21 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Apiject Systems Corp."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219107"
"Merck & Co., Inc.",MRK,Lipfendra (enlicitide decanoate),Reduce low-density lipoprotein cholesterol,Approval on 2026-07-15 for Lipfendra (enlicitide decanoate) (Reduce low-density lipoprotein cholesterol) - Pathway: Not stated,2026-07-15,Approval,120.77999877929688,123.61000061035156,2.34,127.62999725341797,5.67,Before: 120.77999877929688 on 2026-07-14 -> After: 123.61000061035156 on 2026-07-15 (2.34%); T+1: 127.62999725341797 (5.67%),"Score: 72.8 Grade: B Success Rate: 61.111111111111114% - Profile: 36 total, 22 approved, 18 Phase3, 2 paused, 16 advanced",72.8,B,61.111111111111114,36,22,18,2,16,,Reduce low-density lipoprotein cholesterol,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220848,Verified,US-LISTED,"Decision engine analysis row: Merck & Co., Inc. Lipfendra (enlicitide decanoate) Approval 2026-07-15. Trial result: Reduce low-density lipoprotein cholesterol. Stock: Before: 120.77999877929688 on 2026-07-14 -> After: 123.61000061035156 on 2026-07-15 (2.34%); T+1: 12. Score: Score: 72.8 Grade: B Success Rate: 61.111111111111114% - Profile: 36 total, 22 approved, 18 Phase3, . Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220848"
Celcuity Inc.,CELC,Revtorpyk (gedatolisib),HR+/HER2- locally advanced or metastatic breast cancer without a PIK3CA mutation (with fulvestrant),Approval on 2026-07-14 for Revtorpyk (gedatolisib) (HR+/HER2- locally advanced or metastatic breast cancer without a PIK3CA mutation) - Pathway: Not stated,2026-07-14,Approval,103.79000091552734,111.05000305175781,6.99,91.51000213623047,-11.83,Before: 103.79000091552734 on 2026-07-13 -> After: 111.05000305175781 on 2026-07-14 (6.99%); T+1: 91.51000213623047 (-11.83%),"Score: 35.9 Grade: D Success Rate: 100.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 advanced",35.9,D,100.0,1,1,1,0,0,,HR+/HER2- locally advanced or metastatic breast cancer without a PIK3CA mutation (with fulvestrant),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219908,Verified,US-LISTED,"Decision engine analysis row: Celcuity Inc. Revtorpyk (gedatolisib) Approval 2026-07-14. Trial result: HR+/HER2- locally advanced or metastatic breast cancer without a PIK3CA mutation (with fulvestrant). Stock: Before: 103.79000091552734 on 2026-07-13 -> After: 111.05000305175781 on 2026-07-14 (6.99%); T+1: 91. Score: Score: 35.9 Grade: D Success Rate: 100.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 adva. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219908"
Elevar Therapeutics Inc.,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-07-09 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-07-09,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-07-09 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Elevar Therapeutics Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216586,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Elevar Therapeutics Inc. See FDA letter Complete Response Letter (Rejection) 2026-07-09. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-07-09 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Elevar Therapeutics Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216586"
"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",600276.SS,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-07-09 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-07-09,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-07-09 (N/A%); T+1: N/A (N/A%),"Score: 21.6 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",21.6,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Jiangsu Hengrui Pharmaceuticals Co., Ltd.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761308,Verified - openFDA CRL transparency API,,"Decision engine analysis row: Jiangsu Hengrui Pharmaceuticals Co., Ltd. See FDA letter Complete Response Letter (Rejection) 2026-07-09. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-07-09 (N/A%); T+1: N/A (N/A%). Score: Score: 21.6 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Jiangsu Hengrui Pharmaceuticals Co., Ltd."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761308"
"Vera Therapeutics, Inc.",VERA,Trutakna (atacicept-vymj),Reduce proteinuria in adults with primary IgA nephropathy at risk for disease progression,Approval on 2026-07-07 for Trutakna (atacicept-vymj) (Reduce proteinuria in adults with primary IgA nephropathy at risk for disease pr) - Pathway: Not stated,2026-07-07,Approval,40.130001068115234,42.959999084472656,7.05,42.43000030517578,5.73,Before: 40.130001068115234 on 2026-07-06 -> After: 42.959999084472656 on 2026-07-07 (7.05%); T+1: 42.43000030517578 (5.73%),"Score: 59.0 Grade: C Success Rate: 100.0% - Profile: 1 total, 1 approved, 0 Phase3, 0 paused, 0 advanced",59.0,C,100.0,1,1,0,0,0,,Reduce proteinuria in adults with primary IgA nephropathy at risk for disease progression,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761486,Verified,US-LISTED,"Decision engine analysis row: Vera Therapeutics, Inc. Trutakna (atacicept-vymj) Approval 2026-07-07. Trial result: Reduce proteinuria in adults with primary IgA nephropathy at risk for disease progression. Stock: Before: 40.130001068115234 on 2026-07-06 -> After: 42.959999084472656 on 2026-07-07 (7.05%); T+1: 42. Score: Score: 59.0 Grade: C Success Rate: 100.0% - Profile: 1 total, 1 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761486"
Ascelia Pharma AB,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-07-02 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-07-02,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-07-02 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Ascelia Pharma AB""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220544,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Ascelia Pharma AB See FDA letter Complete Response Letter (Rejection) 2026-07-02. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-07-02 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Ascelia Pharma AB"" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=220544"
Unicycive Therapeutics Inc.,UNCY,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-06-29 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-06-29,Complete Response Letter (Rejection),7.13,7.7,7.99,4.69,-34.22,Before: 7.13 on 2026-06-26 -> After: 7.7 on 2026-06-29 (7.99%); T+1: 4.69 (-34.22%),"Score: 11.4 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",11.4,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Unicycive Therapeutics Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218607,Verified - openFDA CRL transparency API,,"Decision engine analysis row: Unicycive Therapeutics Inc. See FDA letter Complete Response Letter (Rejection) 2026-06-29. Trial result: See FDA CRL letter - indication in application. Stock: Before: 7.13 on 2026-06-26 -> After: 7.7 on 2026-06-29 (7.99%); T+1: 4.69 (-34.22%). Score: Score: 11.4 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Unicycive Therapeutics Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218607"
Ipsen Biopharm Ltd.,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-06-29 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-06-29,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-06-29 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Ipsen Biopharm Ltd.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761311,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Ipsen Biopharm Ltd. See FDA letter Complete Response Letter (Rejection) 2026-06-29. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-06-29 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Ipsen Biopharm Ltd."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761311"
"Viridian Therapeutics, Inc.",VRDN,Lumvoa (veligrotug-vvze),Thyroid eye disease,Approval on 2026-06-26 for Lumvoa (veligrotug-vvze) (Thyroid eye disease) - Pathway: Not stated,2026-06-26,Approval,17.389999389648438,17.899999618530273,2.93,18.790000915527344,8.05,Before: 17.389999389648438 on 2026-06-25 -> After: 17.899999618530273 on 2026-06-26 (2.93%); T+1: 18.790000915527344 (8.05%),"Score: 60.2 Grade: C Success Rate: 0.0% - Profile: 6 total, 0 approved, 3 Phase3, 0 paused, 1 advanced",60.2,C,0.0,6,0,3,0,1,,Thyroid eye disease,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761530,Verified,US-LISTED,"Decision engine analysis row: Viridian Therapeutics, Inc. Lumvoa (veligrotug-vvze) Approval 2026-06-26. Trial result: Thyroid eye disease. Stock: Before: 17.389999389648438 on 2026-06-25 -> After: 17.899999618530273 on 2026-06-26 (2.93%); T+1: 18. Score: Score: 60.2 Grade: C Success Rate: 0.0% - Profile: 6 total, 0 approved, 3 Phase3, 0 paused, 1 advanc. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026 + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761530"
"Evergreen Theragnostics, Inc.",,Kit,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2026-06-26 for Kit (See FDA CRL letter - indication in application) - Pathway: Not stated,2026-06-26,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2026-06-26 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Evergreen Theragnostics, Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216900,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Evergreen Theragnostics, Inc. Kit Complete Response Letter (Rejection) 2026-06-26. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2026-06-26 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Evergreen Theragnostics, Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216900"
