crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-NDA206089-20141103,CR-NDA206089-20141103,JOINED,,FALSE,206089_2019_Orig1s000OtherActionLtrs.pdf,"Clarus Therapeutics, Inc.",NDA 206089,NDA206089,NDA,2014-11-03,2014,COMPLETE RESPONSE,Approved,1,2019-03-27,1605,1,2019-03-27,openfda_orig_decisions_2011_2026,2019-03-27 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206089,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206089_2019_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F03%2F2014%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761424-20250313,CR-BLA761424-20250313,JOINED,,FALSE,CRL_BLA761424_20250313.pdf,Accord BioPharma Inc.,BLA 761424,BLA761424,BLA,2025-03-13,2025,COMPLETE RESPONSE,Unapproved,1,2025-10-29,230,1,2025-10-29,openfda_orig_decisions_2011_2026,2025-10-29 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761424,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761424_20250313.pdf%22+AND+letter_date%3A%2203%2F13%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference."
CR-NDA214697-20230919,CR-NDA214697-20230919,JOINED,,FALSE,214697_2025_Orig1s000OtherActionLtrs.pdf,"ARS Pharmaceuticals, Inc.",NDA 214697,NDA214697,NDA,2023-09-19,2023,COMPLETE RESPONSE,Approved,1,2024-08-09,325,3,2024-08-09,openfda_orig_decisions_2011_2026,2024-08-09 ORIG; 2025-03-05 SUPPL; 2026-03-26 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA214697,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22214697_2025_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2209%2F19%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761312-20230728,CR-BLA761312-20230728,JOINED,,FALSE,761312Orig1s000OtherActionLtrs.pdf,"Citius Pharmaceuticals, Inc.",BLA 761312,BLA761312,BLA,2023-07-28,2023,COMPLETE RESPONSE,Approved,1,2024-08-07,376,1,2024-08-07,openfda_orig_decisions_2011_2026,2024-08-07 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761312,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761312Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2207%2F28%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA125827-20250721,CR-BL125827-20250721,JOINED,,FALSE,CRL_BLA125827_20250721.pdf,"Replimune, Inc.",BL 125827,BLA125827,BLA,2025-07-21,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA125827,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA125827_20250721.pdf%22+AND+letter_date%3A%2207%2F21%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA205394-20190328,CR-NDA205394-20190328,JOINED,,FALSE,205394_2023_Orig1s000OtherActionLtrs.pdf,IntelGenx Corp.,NDA 205394,NDA205394,NDA,2019-03-28,2019,COMPLETE RESPONSE,Approved,1,2023-04-14,1478,2,2023-04-14,openfda_orig_decisions_2011_2026,2023-04-14 ORIG; 2026-02-26 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA205394,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22205394_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F28%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215644-20250625,CR-NDA215644-20250625,JOINED,,FALSE,CRL_NDA215644_20250625.pdf,Sun Pharmaceutical Industries Limited,NDA 215644,NDA215644,NDA,2025-06-25,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215644,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA215644_20250625.pdf%22+AND+letter_date%3A%2206%2F25%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA022517-20150130,CR-NDA022517-20150130,JOINED,,FALSE,022517Orig1s000OtherActionLtrs.pdf,Ferring Pharmaceuticals Inc.,NDA 022517,NDA022517,NDA,2015-01-30,2015,COMPLETE RESPONSE,Approved,1,2018-06-21,1238,1,2018-06-21,openfda_orig_decisions_2011_2026,2018-06-21 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA022517,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22022517Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2201%2F30%2F2015%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA205054-20150529,CR-NDA205054-20150529,JOINED,,FALSE,205054Orig1s000OtherActionLtr.pdf,ELC Group,NDA 205054,NDA205054,NDA,2015-05-29,2015,COMPLETE RESPONSE,Approved,1,2018-08-28,1187,2,2018-08-28,openfda_orig_decisions_2011_2026,2018-08-28 ORIG; 2023-02-28 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA205054,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22205054Orig1s000OtherActionLtr.pdf%22+AND+letter_date%3A%2205%2F29%2F2015%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761299-20221220,CR-BLA761299-20221220,JOINED,,FALSE,761299_2024_Orig1s000OtherActionLtrs.pdf,"Alvotech USA, Inc.",BLA 761299,BLA761299,BLA,2022-12-20,2022,COMPLETE RESPONSE,Approved,1,2024-02-23,430,1,2024-02-23,openfda_orig_decisions_2011_2026,2024-02-23 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761299,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761299_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F20%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA208574-20170602,CR-NDA208574-20170602,JOINED,,FALSE,"208574Orig1s000,Orig2s000OtherActionLtrs.pdf",Teva Pharmaceuticals USA Inc.,NDA 208574,NDA208574,NDA,2017-06-02,2017,COMPLETE RESPONSE,Approved,1,2020-03-13,1015,1,2020-03-13,openfda_orig_decisions_2011_2026,2020-03-13 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA208574,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22208574Orig1s000%2COrig2s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2206%2F02%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA212905-20220523,CR-NDA212905-20220523,JOINED,,FALSE,212905_2024_Orig1s000OtherActionLtrs.pdf,Verrica Pharmaceuticals Inc.,NDA 212905,NDA212905,NDA,2022-05-23,2022,COMPLETE RESPONSE,Approved,1,2023-07-21,424,1,2023-07-21,openfda_orig_decisions_2011_2026,2023-07-21 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA212905,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22212905_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2205%2F23%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA214410-20201123,CR-NDA214410-20201123,JOINED,,FALSE,214410Orig2s000OtherActionLtrs.pdf,"Genentech, Incorporated",NDA 214410/Original 2|NDA 210854/S-05|NDA 210854/S-09,NDA214410,NDA,2020-11-23,2020,COMPLETE RESPONSE,Approved,1,2022-08-11,626,14,2022-08-11,openfda_orig_decisions_2011_2026,2022-08-11 ORIG; 2022-08-11 SUPPL; 2024-03-01 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA214410,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22214410Orig2s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F23%2F2020%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215291-20240117,CR-NDA215291-20240117,JOINED,,FALSE,CRL_NDA215291_20240117.pdf,BendaRx USA Corporation,NDA 215291,NDA215291,NDA,2024-01-17,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215291,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA215291_20240117.pdf%22+AND+letter_date%3A%2201%2F17%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761303-20240322-2,,CURATED_CANDIDATE_NOT_JOINED,C023|C024,TRUE,CRL_BLA761303Original1_20240322.pdf,"Regeneron Pharmaceuticals, Inc.",BLA 761303/Original 1,BLA761303,BLA,2024-03-22,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761303,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761303Original1_20240322.pdf%22+AND+letter_date%3A%2203%2F22%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Curated master candidate(s) C023|C024 share this letter date but the link is not unambiguous: more than one curated row on this date corresponds to the company. Flagged for human review, never resolved by preference."
CR-BLA761311-20260629,CR-BLA761311-20260629,JOINED,,FALSE,CRL_BLA761311_20260629_Redacted.pdf,Ipsen Biopharm Ltd.,BLA 761311,BLA761311,BLA,2026-06-29,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761311,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761311_20260629_Redacted.pdf%22+AND+letter_date%3A%2206%2F29%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761326-20240710,C020,JOINED_CURATED_DATE_COMPANY,C020,FALSE,CRL_BLA761326_20240710.pdf,Novo Nordisk Inc.,BLA 761326,BLA761326,BLA,2024-07-10,2024,COMPLETE RESPONSE,Unapproved,1,2026-03-26,624,1,2026-03-26,openfda_orig_decisions_2011_2026,2026-03-26 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761326,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761326_20240710.pdf%22+AND+letter_date%3A%2207%2F10%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference. Linked to curated master row C020 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA204417-20170322,CR-NDA204417-20170322,JOINED,,FALSE,204417Orig1s000OtherActionLtr.pdf,Sun Pharma Advanced Research Company Limited,NDA 204417,NDA204417,NDA,2017-03-22,2017,COMPLETE RESPONSE,Approved,1,2018-12-20,638,1,2018-12-20,openfda_orig_decisions_2011_2026,2018-12-20 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA204417,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22204417Orig1s000OtherActionLtr.pdf%22+AND+letter_date%3A%2203%2F22%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA216586-20260709,CR-NDA216586-20260709,JOINED,,FALSE,CRL_NDA216586_20260709_Redacted.pdf,Elevar Therapeutics Inc.,NDA 216586,NDA216586,NDA,2026-07-09,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA216586,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA216586_20260709_Redacted.pdf%22+AND+letter_date%3A%2207%2F09%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA202158-20131104,CR-NDA202158-20131104,JOINED,,FALSE,202158_2018_Orig1s000OtherActionLtrs.pdf,"NorthStar Medical Radioisotopes, LLC",NDA 202158,NDA202158,NDA,2013-11-04,2013,COMPLETE RESPONSE,Approved,1,2018-02-08,1557,1,2018-02-08,openfda_orig_decisions_2011_2026,2018-02-08 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA202158,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22202158_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F04%2F2013%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA204311-20141023,,NO_MASTER_ROW,,FALSE,204311_2024_Orig1s000OtherActionLtrs.pdf,Mylan Pharmaceuticals Inc.,NDA 204311,NDA204311,NDA,2014-10-23,2014,TENTATIVE APPROVAL,Approved,1,2023-12-22,3347,1,2023-12-22,openfda_orig_decisions_2011_2026,2023-12-22 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA204311,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22204311_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F23%2F2014%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. No master row exists for this letter on either key: no application-keyed CR- row covers this application and no curated C-row carries this letter date. Flagged, not guessed."
CR-NDA208313-20151124,CR-NDA208313-20151124,JOINED,,FALSE,208313_2018_Orig1s000OtherActionLtrs.pdf,Sun Pharmaceutical Industries Limited,NDA 208313,NDA208313,NDA,2015-11-24,2015,COMPLETE RESPONSE,Approved,1,2018-07-16,965,1,2018-07-16,openfda_orig_decisions_2011_2026,2018-07-16 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA208313,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22208313_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F24%2F2015%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA206610-20171206,CR-NDA206610-20171206,JOINED,,FALSE,206610_2021_Orig1s000OtherActionLtrs.pdf,Mylan Laboratories Limited,NDA 206610,NDA206610,NDA,2017-12-06,2017,COMPLETE RESPONSE,Approved,1,2021-01-15,1136,1,2021-01-15,openfda_orig_decisions_2011_2026,2021-01-15 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206610,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206610_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F06%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA206976-20170324,CR-NDA206976-20170324,JOINED,,FALSE,206976_2018_Orig1s000OtherActionLtrs.pdf,Institut Biochimique SA (IBSA),NDA 206976,NDA206976,NDA,2017-03-24,2017,COMPLETE RESPONSE,Approved,1,2018-12-19,635,2,2018-12-19,openfda_orig_decisions_2011_2026,2018-12-19 ORIG; 2026-03-27 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206976,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206976_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F24%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
