company_name,ticker,drug_name,decision_type,decision_date,indication,review_pathway,stock_price_before,stock_price_after,pct_change,price_t1,pct_change_t1,price_data_status,company_success_rate_summary,company_score,company_score_grade,company_score_confidence,us_investable_class,fda_source_url,secondary_source_url,flags,verification_status
"Heyl Chemisch-pharmazeutische Fabrik (private, Germany)",,Radiogardase (Prussian Blue),Approval,2003-10-02,Radiogardase is indicated for the treatment of patients with known or suspected internal contamination with radioactive cesium and/or radioactive or non-radioactive thallium to increase their rates of elimination.,Priority,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021626,,Verified
Cubist Pharmaceuticals (acquired by Merck 2015),CBST,Cubicin (Daptomycin),Approval,2003-09-12,"Cubicin is indicated for the treatment of complicated skin and skin structure infections caused by susceptible strains of the following Gram-positive microorganisms: Staphylococcus aureus (including methicillin-resistant strains), Streptococcus pyogenes, Streptococcus agalactiae, Streptococcus dysgalactiae subsp. equisililis and Enterococcus faecalis (vancomycin-susceptible strains only).",Priority,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),77.2,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021572,,Verified
Bayer AG,BAYRY,Levitra (Vardenafil Hydrochloride),Approval,2003-08-19,Levitra is indicated for the treatment of erectile dysfunction in men.,Standard,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021400,,Verified
AstraZeneca [FDA prints 'IRP AstraZenca' (sic)],AZN,Crestor (Rosuvastatin Calcium),Approval,2003-08-12,"Crestor is incated as (1) an adjunct to diet to reduce elevated total-C in patients with primary hypercholesterolemia (heterozygous familial and nonfamilial) and mixed dyslipidemia (Frederickson Type IIa and IIb). (2) as an adjunct to diet for the treatment of patients with elevated serum TG levels (Frederickson Type IV). (3) to reduce LDL-C, total-C, and ApoB in patients with homozygous familial hypercholesterolemia as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable). [FDA table prints applicant 'IRP AstraZenca' and 'incated'; verbatim; applicant is AstraZeneca's IRP (Licensor) entity.]",Standard,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021366,,Verified
Actelion (acquired by J&J 2017),,Zavesca (Miglustat),Approval,2003-07-31,"Zavesca is indicated for the treatment of mild to moderate Type I Gaucher disease in adults for whom enzyme replacement therapy is not a therapeutic option (e.g., due to constraints such as allergy, hypersensitivity, or poor venous access).",Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021348,,Verified
"Helsinn Group (private, Switzerland)",,Aloxi (Palonosetron Hydrochloride),Approval,2003-07-25,"Aloxi is indicated for 1) the prevention of acute nausea and vomiting associated with initial and repeat courses of moderately and highly emetogenic cancer chemotherapy, and 2) the prevention of delayed nausea and vomiting associated with initial and repeat courses of moderately emetogenic cancer chemotherapy.",Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021372,,Verified
Gilead Sciences,GILD,Emtriva (Emtricitabine),Approval,2003-07-02,Emtriva is indicated for the treatment of HIV infection in adults.,Standard,,,,,,Not yet matched to price snapshot,16/16 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),66.6,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021500,,Verified
Bristol-Myers Squibb Co.,BMY,Reyataz (Atazanavir),Approval,2003-06-20,Reyataz is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults.,Priority,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021567,,Verified
Sanofi (Sanofi-Aventis),SNY,Uroxatral (Alfuzosin Hydrochloride),Approval,2003-06-12,Uroxatral is indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH).,Standard,,,,,,Not yet matched to price snapshot,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021287,,Verified
Roche Holding AG (Genentech parent),RHHBY,Boniva (Ibandronate Sodium),Approval,2003-05-16,Boniva is indicated for the treatment and prevention of postmenopausal osteoporosis.,Standard,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021455,,Verified
Millennium Pharmaceuticals (acquired by Takeda 2008),MLNM,Velcade (Bortezomib),Approval,2003-05-13,Velcade is indicated for the treatment of multiple myeloma patients who have received at least two prior therapies and have demonstrated disease progression on the last therapy.,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021602,,Verified
AstraZeneca PLC,AZN,Iressa (Gefitinib),Approval,2003-05-05,Iressa is indicated as monotherapy for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of both platinum-based and docetaxel chemotherapies.,Priority,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021399,,Verified
"LG Life Sciences (LG Chem lineage, Korea)",051910,Factive (Gemifloxacin Mesylate),Approval,2003-04-04,Factive is indicated for the treatment of community-acquired pneumonia and acute bacterial exacerbation of chronic bronchitis.,Standard,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,NON-US LISTING ONLY,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021158,,Verified
"Merck & Co., Inc.",MRK,Emend (Aprepitant),Approval,2003-03-26,"Emend is indicated to be used in combination with other antiemetic agents, for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of highly emetogenic cancer chemotherapy, including high-dose cisplatin.",Priority,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021549,,Verified
Pharmacia (acquired by Pfizer 2003),PGE?,Somavert (Pegvisomant),Approval,2003-03-25,"Somavert is indicated for the treatment of acromegaly in patients who have an inadequate response to surgery and/or radiation therapy and/or other medical therapies, or for whom these therapies are not appropriate.",Priority,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021106,,Verified
Roche Holding AG (Genentech parent),RHHBY,Fuzeon (Enfuvirtide),Approval,2003-03-13,"Fuzeon is indicated for the use in combination with other antiretroviral agents, for the treatment of HIV-1 infection in treatment experienced patients with evidence of HIV-1 replication despite ongoing antiretroviral therapy.",Priority,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021481,,Verified
Pfizer Inc.,PFE,Relpax (Eletriptan Hydrobromide),Approval,2002-12-26,"Replax is indicated for the acute treatment of migrane. [FDA table prints 'Replax' in indication text though brand column reads 'Relpax', and 'migrane'; verbatim.]",Standard,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021016,,Verified
Baxter International,BAX,Extraneal (Icodextrin),Approval,2002-12-12,Extraneal is indicated for a single daily exchange for the long (8-16-hour) dwell during continuous ambulatory peritoneal dialysis (CAPD) or automated peritoneal dialysis (APD) for the management of chronic renal failure.,Standard,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021321,,Verified
Eli Lilly and Co.,LLY,Strattera (Atomoxetine Hydrochloride),Approval,2002-11-26,Strattera is indicated for the treatment of Attention-Deficit Hyperactivity Disorder (ADHD) for children and adolescents ages 6-18 and adults.,Standard,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021411,,Verified
Romark Laboratories (private),,Alinia (Nitazoxanide),Approval,2002-11-22,Alinia is indicated for the treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia.,Priority,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021498,,Verified
Otsuka Holdings (Japan),4578,Abilify (Aripiprazole),Approval,2002-11-15,Abilify is indicated for the treatment of schizophrenia.,Standard,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.9,D,Low,NON-US LISTING ONLY,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021436,,Verified
MSP Singapore (Schering-Plough/Singapore JV),MRK,Zetia (Ezetimibe),Approval,2002-10-25,"Zetia is indicated for (1) Primary hypercholesterolemia - as adjunctive therapy to diet for reduction of elevated total-C, LDL-C and Apo B in patients with primary (heterozygous familial and non-familial) hypercholestrolemia either alone or with an HMG-Co A reductase inhibitor. (2) Homozygous familial hypercholesterolemai - in combination with either atorvastatin or simvastatin, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or, if such treatments are unavailable, in combination with either atorvastatin or simvastatin alone. (3) Homozygous familial sitosterolemia - as adjunctive therapy to diet for the reduction of elevated sitosterol and campesterol levels. [FDA table prints 'hypercholestrolemia' and 'hypercholesterolemai' as shown; verbatim.]",Standard,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021445,,Verified
G.D. Searle (Pfizer lineage),,Inspra (Eplerenone),Approval,2002-09-27,"Inspra is indicated for the treatment of hypertension, alone or in combination with other agents.",Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021437,,Verified
Gilead Sciences,GILD,Hepsera (Adefovir Dipivoxil),Approval,2002-09-20,Hepsera is indicated for the treatment of chronic hepatitis B in adults with evidence of active viral replication and either evidence of persistent elevations in serum alanine aminotransferase (ALT)/aspartate aminotransferase (AST) or histologically active disease.,Priority,,,,,,Not yet matched to price snapshot,16/16 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),66.6,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021449,,Verified
Sanofi (Sanofi-Aventis),SNY,Eloxatin (Oxaliplatin),Approval,2002-08-09,Eloxatin is indicated in combination with infusional 5-FU/LV for the treatment of patients with metastatic carcinoma of the colon or rectum whose disease has recurred or progressed during or within 6 months of completion of first line therapy with the combination of bolus 5-FU/LV and irinotecan.,Priority,,,,,,Not yet matched to price snapshot,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021492,,Verified
Novartis AG,NVS,Zelnorm (Tegaserod Maleate),Approval,2002-07-24,Zelnorm is indicated for the short-term treatment of women with irritable bowel syndrome (IBS) whose primary bowel symptom is constipation.,Priority,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021200,,Verified
Orphan Medical (acquired by Jazz 2005),ORPH,Xyrem (Sodium Oxybate),Approval,2002-07-17,Xyrem is indicated for the treatment of cataplexy associated with narcolepsy.,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021196,,Verified
Alliance Pharmaceuticals (delisted 2003),,Imagent (Perflexane Phospholipid Microspheres),Approval,2002-05-31,Imagent is indicated for the use in patients with suboptimal echocardiograms to opacify the left ventricular chamber and to improve the delineation of the left ventricular endocardial border.,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021191,,Verified
Pfizer Inc.,PFE,Vfend (Voriconazole),Approval,2002-05-24,"Vfend is indicated for the treatment of invasive aspergillosis and serious fungal infections caused by Scedosporium apiospermum and Fusarium spp., including Fusarium solani, in patients intolerant of, or refractory to, other therapy.",Standard,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021266,,Verified
United Therapeutics,UTHR,Remodulin (Treprostinil Sodium),Approval,2002-05-21,Remodulin is indicated for the treatment of pulmonary arterial hypertension (PAH).,Priority,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.0,B,Low,US-LISTED,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021272,,Verified
Daiichi Sankyo Co. (Japan),4568,Benicar (Olmesartan Medoxomil),Approval,2002-04-25,Benicar is indicated for the treatment of hypertension.,Standard,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),58.0,C,Moderate,NON-US LISTING ONLY,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021286,,Verified
AstraZeneca PLC,AZN,Faslodex (Fulvestrant),Approval,2002-04-25,Faslodex is indicated for the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following antiestrogen therapy.,Standard,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021344,,Verified
Swedish Orphan International (now Sobi),SOBI,Orfadin (Nitisinone),Approval,2002-01-18,Orfadin provides for the use for adjunctive therapy to dietary restriction of tyrosine and phenylalanine in the treatment of hereditary tyrosinemia type 1.,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,NON-US LISTING ONLY,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021232,,Verified
Schering-Plough (acquired by Merck 2009),SGP,Clarinex (Desloratadine),Approval,2001-12-21,Clarinex is indicated for the relief of the nasal and non-nasal symptoms of seasonal allergic rhinitis in patients 12 years of age and older.,Standard,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),60.5,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021165,,Verified
Novartis AG,NVS,Elidel (Pimecrolimus),Approval,2001-12-13,"Elidel is indicated for short-term and intermittent long-term therapy in the treatment of mild to moderate atopic dermatitis in non-immunocompromised patients 2 years of age and older, in whom the use of alternative, conventional therapies is deemed inadvisable because of potential risks, or in the treatment of patients who are not adequately responsive to or intolerant of alternative, conventional therapies.",Standard,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021302,,Verified
Fonda BV (Organon/Schering-Plough affiliate for Arixtra),,Arixtra (Fondaparinux Sodium),Approval,2001-12-07,"Arixtra is indicated for the following: the prophylaxis of deep vein thrombosis, which may lead to pulmonary embolism: 1) in patients undergoing hip fracture surgery; 2) in patients undergoing hip replacement surgery; 3) in patients undergoing knee replacement surgery.",Priority,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021345,,Verified
"Merck & Co., Inc.",MRK,Invanz (Ertapenem Sodium),Approval,2001-11-21,"Invanz is indicated for the following: (1) Complicated intra-abdominal infections (2) Complicated skin and skin structure infections (3) Community acquired pneumonia (4) complicated urinary tract infections including pyelonephritis (5) Acute pelvic infections including postpartum endomyometritis, septic abortion and post surgical gynecologic infections.",Standard,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021337,,Verified
GlaxoSmithKline plc,GSK,Avodart (Dutasteride),Approval,2001-11-20,Avodart is indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate gland.,Standard,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021319,,Verified
