row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1963-17,1963,NDA011600,NDA,1963-07-30,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,EXTROVIS,MATCH,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE 0.025% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,OINTMENT; TOPICAL,2,Discontinued,1958-10-23 on NDA011601,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011600,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011600%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-18,1963,NDA014882,NDA,1963-08-09,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,CHARTWELL MOLECULAR,MATCH,MEPROBAMATE,MEPROBAMATE 200MG,TABLET; ORAL,2,Discontinued,1955-04-28 on NDA009698,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014882,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014882%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-19,1963,NDA013157,NDA,1963-08-20,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),LILLY,MATCH,ANHYDRON,CYCLOTHIAZIDE 2MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1963-19 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013157,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013157%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-20,1963,NDA013601,NDA,1963-09-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),APOTHECON,MATCH,MUCOMYST,ACETYLCYSTEINE 20% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SOLUTION; INHALATION, ORAL",2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1963-20 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013601,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013601%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-21,1963,NDA014295,NDA,1963-09-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MALLINCKRODT,MATCH,CONRAY 400,IOTHALAMATE SODIUM 66.8%,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014295,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014295%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-22,1963,NDA013636,NDA,1963-10-15,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,PFIZER,MATCH,RENESE-R,POLYTHIAZIDE 2MG; RESERPINE 0.25MG,TABLET; ORAL,1,Discontinued,1961-09-26 on NDA012845,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013636,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013636%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-23,1963,NDA013483,NDA,1963-10-18,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,SCHERING PLOUGH,MATCH,DISOPHROL,DEXBROMPHENIRAMINE MALEATE 6MG; PSEUDOEPHEDRINE SULFATE 120MG,"TABLET, EXTENDED RELEASE; ORAL",2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013483,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013483%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-24,1963,NDA013263,NDA,1963-11-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),WAYLIS THERAP,MATCH,VALIUM,DIAZEPAM 10MG,TABLET; ORAL,3,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1963-24 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013263,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013263%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1963-25,1963,NDA014349,NDA,1963-12-10,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,PERSONAL PRODS,MATCH,DELFEN,NONOXYNOL-9 12.5%,AEROSOL; VAGINAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014349,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014349%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-01,1964,NDA014691,NDA,1964-01-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),APOTEX,MATCH,ALKERAN,MELPHALAN 2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1964-01 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014691,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014691%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-02,1964,NDA013416,NDA,1964-03-04,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,BAUSCH,MATCH,NORGESIC FORTE,ASPIRIN 770MG; CAFFEINE 60MG; ORPHENADRINE CITRATE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,1950-04-12 on NDA007337,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013416,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013416%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-03,1964,NDA013625,NDA,1964-03-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,ACTAVIS LABS UT INC,MATCH,NORINYL,MESTRANOL 0.1MG; NORETHINDRONE 2MG,TABLET; ORAL-20,2,Discontinued,1961-03-09 on NDA010976,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013625,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013625%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-04,1964,NDA013077,NDA,1964-03-06,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,ASTRAZENECA,MATCH,XYLOCAINE,LIDOCAINE 100MG,SUPPOSITORY; RECTAL,1,Discontinued,1951-05-17 on NDA008048,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013077,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013077%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-05,1964,NDA014214,NDA,1964-03-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),SANOFI AVENTIS US,MATCH,NEGGRAM,NALIDIXIC ACID 250MG,TABLET; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1964-05 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014214,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014214%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-06,1964,NDA014127,NDA,1964-03-11,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,ASTRAZENECA,MATCH,XYLOCAINE,LIDOCAINE 5%,SOLUTION; TOPICAL,1,Discontinued,1951-05-17 on NDA008048,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014127,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014127%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-07,1964,NDA014134,NDA,1964-03-11,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),BAXTER HLTHCARE CORP,MATCH,PROTOPAM CHLORIDE,PRALIDOXIME CHLORIDE 1GM/VIAL,INJECTABLE; INJECTION,1,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1964-07 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014134,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014134%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-08,1964,NDA014122,NDA,1964-03-12,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,WYETH AYERST,MATCH,PROTOPAM CHLORIDE,PRALIDOXIME CHLORIDE 500MG,TABLET; ORAL,1,Discontinued,1964-03-11 on NDA014134,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014122,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014122%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-09,1964,BLA050294,BLA,1964-04-01,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),PARKE DAVIS,MATCH,ELASE-CHLOROMYCETIN,CHLORAMPHENICOL 10MG/GM; DESOXYRIBONUCLEASE 666 UNITS/GM; FIBRINOLYSIN 1 UNITS/GM,OINTMENT; TOPICAL,1,Discontinued,1951-06-01 on NDA050143,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050294,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22BLA050294%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-10,1964,NDA013934,NDA,1964-04-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,GLAXOSMITHKLINE,MATCH,STOXIL,IDOXURIDINE 0.1%,SOLUTION/DROPS; OPHTHALMIC,1,Discontinued,1963-06-11 on NDA013935,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013934,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013934%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-11,1964,NDA014215,NDA,1964-04-13,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MERCK SHARP DOHME,MATCH,CELESTONE,BETAMETHASONE 0.6MG/5ML,SYRUP; ORAL,1,Discontinued,1961-04-17 on NDA012657,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014215,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014215%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-12,1964,NDA015072,NDA,1964-04-13,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MALLARD,MATCH,MEPROBAMATE,MEPROBAMATE 400MG,TABLET; ORAL,1,Discontinued,1955-04-28 on NDA009698,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015072,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015072%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-13,1964,NDA015103,NDA,1964-05-08,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,SANOFI AVENTIS US,MATCH,REGROTON,CHLORTHALIDONE 50MG; RESERPINE 0.25MG,TABLET; ORAL,2,Discontinued,1960-04-07 on NDA012283,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015103,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015103%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-14,1964,NDA015296,NDA,1964-05-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,EUROFARMA,MATCH,SYNALAR,FLUOCINOLONE ACETONIDE 0.01%,SOLUTION; TOPICAL,1,Prescription,1963-02-15 on NDA012787,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015296,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015296%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-15,1964,NDA014005,NDA,1964-05-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),ORGANON USA INC,MATCH,MAXIBOLIN,ETHYLESTRENOL 2MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1964-15 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014005,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014005%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-16,1964,NDA015197,NDA,1964-06-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),HIKMA,MATCH,AMICAR,AMINOCAPROIC ACID 500MG,TABLET; ORAL,2,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1964-16 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015197,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015197%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-17,1964,NDA015230,NDA,1964-06-04,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,HIKMA,MATCH,AMICAR,AMINOCAPROIC ACID 0.25GM/ML,SOLUTION; ORAL,1,Prescription,1964-06-03 on NDA015197,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015230,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015230%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-18,1964,NDA013684,NDA,1964-06-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,BAXTER HLTHCARE,MATCH,OSMITROL 20% IN WATER IN PLASTIC CONTAINER,MANNITOL 20GM/100ML,INJECTABLE; INJECTION,8,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013684,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013684%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-19,1964,NDA015229,NDA,1964-06-08,TYPE 3,Type 3 - New Dosage Form,PRIORITY,FALSE,Type 3 - New Dosage Form,EPIC PHARMA LLC,MATCH,AMICAR,AMINOCAPROIC ACID 250MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,1964-06-03 on NDA015197,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=015229,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA015229%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-20,1964,NDA050182,NDA,1964-06-25,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),HOSPIRA,MATCH,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE EQ 500MG BASE/VIAL,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050182,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050182%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1964-21,1964,NDA050368,NDA,1964-06-29,,,,FALSE,NOT PUBLISHED (blank class),DISTA,MATCH,ILOTYCIN,ERYTHROMYCIN 0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,OINTMENT; OPHTHALMIC,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050368,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050368%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
