audit_year,decision_id,drug_brand,drug_generic,company_name,master_decision_date,application_number,l1_year_table,l1_table_date,l1_table_class,l2_compilation_match,l2_compilation_date,l2_review_designation,l2_accelerated_approval,l3_openfda_match,l3_orig_date,l3_sponsor,l3_brand,l3_submission_class,l3_review_priority,date_agreement,verdict,live_check,review_flag,source_year_table_or_compilation,source_drugsatfda,source_openfda
1997,D1403,Meridia,sibutramine hydrochloride,Knoll Pharmaceuticals (BASF AG unit; Abbott Mar-2001),1997-11-22,N020632,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-22,Standard,No,MATCH,1997-11-22,ABBOTT,MERIDIA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020632,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020632
1997,D1404,Neumega,oprelvekin,Genetics Institute (acquired by American Home Products/Wyeth Dec-1996),1997-11-25,N103694,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-25,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103694),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103694,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103694
1997,D1405,Zomig,zolmitriptan,Zeneca Group plc (AstraZeneca from Apr-1999),1997-11-25,N020768,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-25,Standard,No,MATCH,1997-11-25,IPR,ZOMIG,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020768,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020768
1997,D1406,Rituxan,rituximab,"Genentech (Roche-controlled; NYSE:GNE 1994-1999, DNA 1999-2009)",1997-11-26,N103705,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-26,Priority,No,MATCH,1997-11-26,GENENTECH,RITUXAN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103705,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103705
1997,D1407,Teslascan,mangafodipir trisodium,Nycomed (private),1997-11-26,N020652,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-11-26,Standard,No,MATCH,1997-11-26,IC TARGETS,TESLASCAN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020652,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020652
1997,D1408,Antizol,fomepizole,Orphan Medical (acquired by Jazz 2005),1997-12-04,N020696,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-04,Standard,No,MATCH,1997-12-04,PAR PHARM INC,ANTIZOL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020696,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020696
1997,D1409,Omnicef,cefdinir,Parke-Davis (Warner-Lambert Co. division; Pfizer Jun-2000),1997-12-04,N050739,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-04,Standard,No,MATCH,1997-12-04,ABBVIE,OMNICEF,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050739,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050739
1997,D1410,Evista,raloxifene hydrochloride,Eli Lilly and Co.,1997-12-09,N020815,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-09,Priority,No,MATCH,1997-12-09,LILLY,EVISTA,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020815,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020815
1997,D1411,Zenapax,daclizumab,Roche Holding AG (Genentech parent),1997-12-10,N103749,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-10,Priority,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103749),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103749,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103749
1997,D1412,Regranex,becaplermin,Johnson & Johnson,1997-12-16,N103691,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-16,Standard,No,MATCH,1997-12-16,SMITH AND NEPHEW,REGRANEX GEL 0.01%,TYPE 1,UNKNOWN,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103691,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103691
1997,D1413,Trovan,alatrofloxacin mesylate,Pfizer Inc.,1997-12-18,N020760,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-18,Standard,No,MATCH,1997-12-18,PFIZER,TROVAN PRESERVATIVE FREE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020760,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020760
1997,D1414,Trovan,trovafloxacin mesylate,Pfizer Inc.,1997-12-18,N020759,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-18,Standard,No,MATCH,1997-12-18,PFIZER,TROVAN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020759,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020759
1997,D1415,Prandin,repaglinide,Novo Nordisk A/S,1997-12-22,N020741,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-22,Priority,No,MATCH,1997-12-22,GEMINI LABS LLC,PRANDIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020741,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020741
1997,D1416,Teveten,eprosartan mesylate,Beecham Group / SmithKline Beecham (GSK from Dec-2000),1997-12-22,N020738,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-22,Standard,No,MATCH,1997-12-22,ABBVIE,TEVETEN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020738,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020738
1997,D1417,Sclerosol,talc,Bryan Corp. (private),1997-12-24,N020587,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-24,Priority,No,MATCH,1997-12-24,SCIARRA LABS,SCLEROSOL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020587,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020587
1997,D1418,Emadine,emedastine difumarate,Alcon (wholly owned by Nestle in 1998; NYSE:ACL 2002-2011; Alcon Inc. relisted ALC 2019),1997-12-29,N020706,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1997-12-29,Standard,No,MATCH,1997-12-29,NOVARTIS,EMADINE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020706,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020706
1996,D1317,Maxipime,cefepime hydrochloride,Bristol-Myers Squibb Co. (Squibb merged with Bristol-Myers 1989),1996-01-18,N050679,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-01-18,Standard,No,MATCH,1996-01-18,HOSPIRA INC,MAXIPIME,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050679,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050679
1996,D1318,Myoview,technetium Tc-99m tetrofosmin,Medi-Physics Inc. (Amersham International plc unit; GE Healthcare 2004),1996-02-09,N020372,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-02-09,Standard,No,MATCH,1996-02-09,MEDI-PHYSICS,MYOVIEW,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020372,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020372
1996,D1319,Norvir,ritonavir,Abbott Laboratories,1996-03-01,N020659,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-03-01,Priority,Yes,MATCH,1996-03-01,ABBVIE,NORVIR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020659,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020659
1996,D1320,Crixivan,indinavir sulfate,"Merck & Co., Inc.",1996-03-13,N020685,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-03-13,Priority,Yes,MATCH,1996-03-13,MERCK SHARP DOHME,CRIXIVAN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020685,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020685
1996,D1321,Visipaque,iodixanol,Nycomed (private),1996-03-22,N020351,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-03-22,Standard,No,MATCH,1996-03-22,GE HEALTHCARE,VISIPAQUE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020351,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020351
1996,D1322,Mavik,trandolapril,Knoll Pharmaceuticals (BASF AG unit; Abbott Mar-2001),1996-04-26,N020528,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-04-26,Standard,No,MATCH,1996-04-26,ABBVIE,MAVIK,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020528,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020528
1996,D1323,Buphenyl,sodium phenylbutyrate,Ucyclyd Pharma (private),1996-04-30,N020573,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-04-30,Priority,No,MATCH,1996-04-30,HORIZON THERAP US,BUPHENYL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020573,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020573
1996,D1324,Taxotere,docetaxel,Rhone-Poulenc Rorer (Aventis lineage),1996-05-14,N020449,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-14,Priority,Yes,MATCH,1996-05-14,SANOFI AVENTIS US,DOCETAXEL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020449,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020449
1996,D1325,Gemzar,gemcitabine hydrochloride,Eli Lilly and Co.,1996-05-15,N020509,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-15,Priority,No,MATCH,1996-05-15,LILLY,GEMZAR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020509,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020509
1996,D1326,Avonex,interferon beta-1a,Biogen (now Biogen Inc.),1996-05-17,N103628,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-17,Priority,No,MATCH,1996-05-17,BIOGEN,AVONEX,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103628,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103628
1996,D1327,Acthrel,corticorelin ovine triflutate,Ferring Pharmaceuticals (private),1996-05-23,N020162,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-23,Priority,No,MATCH,1996-05-23,FERRING,ACTHREL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020162,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020162
1996,D1328,Hycamtin,topotecan hydrochloride,Beecham Group / SmithKline Beecham (GSK from Dec-2000),1996-05-28,N020671,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-28,Priority,No,MATCH,1996-05-28,SANDOZ,HYCAMTIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020671,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020671
1996,D1329,Differin,adapalene,Galderma SA (Nestle/L'Oreal JV; no listed equity until SIX:GALD 2024),1996-05-31,N020338,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-05-31,Standard,No,MATCH,1996-05-31,GALDERMA LABS LP,DIFFERIN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020338,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020338
1996,D1330,Xalatan,latanoprost,The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),1996-06-05,N020597,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-05,Priority,No,MATCH,1996-06-05,UPJOHN,LATANOPROST,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020597,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020597
1996,D1331,Albenza,albendazole,Beecham Group / SmithKline Beecham (GSK from Dec-2000),1996-06-11,N020666,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-11,Priority,No,MATCH,1996-06-11,IMPAX LABS INC,ALBENDAZOLE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020666,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020666
1996,D1332,Camptosar,irinotecan hydrochloride,The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),1996-06-14,N020571,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-14,Priority,Yes,MATCH,1996-06-14,PFIZER INC,CAMPTOSAR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020571,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020571
1996,D1333,Humalog,lispro insulin,Eli Lilly and Co.,1996-06-14,N020563,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-14,Standard,No,MATCH,1996-06-14,LILLY,INSULIN LISPRO,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020563,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020563
1996,D1334,Remeron,mirtazapine,Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),1996-06-14,N020415,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-14,Standard,No,MATCH,1996-06-14,ORGANON,REMERON,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020415,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020415
1996,D1335,Merrem,meropenem,Zeneca Group plc (AstraZeneca from Apr-1999),1996-06-21,N050706,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-21,Standard,No,MATCH,1996-06-21,PFIZER,MERREM IV,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050706,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050706
1996,D1336,Viramune,nevirapine,Boehringer Ingelheim (private),1996-06-21,N020636,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-21,Priority,Yes,MATCH,1996-06-21,BOEHRINGER INGELHEIM,VIRAMUNE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020636,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020636
1996,D1337,Vistide,cidofovir,Gilead Sciences,1996-06-26,N020638,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-26,Standard,No,MATCH,1996-06-26,GILEAD SCIENCES INC,VISTIDE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020638,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020638
1996,D1338,CEA-Scan,arcitumomab,Immunomedics Inc. (acquired by Gilead 2020),1996-06-28,N103425,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-06-28,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103425),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103425,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103425
1996,D1339,Myoscint,imciromab pentetate,Centocor (acquired by Johnson & Johnson Oct-1999),1996-07-03,N103634,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-07-03,Priority,No,MATCH,1996-07-03,CENTOCOR INC,MYOSCINT,,,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103634,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103634
1996,D1340,Ultiva,remifentanil hydrochloride,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),1996-07-12,N020630,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-07-12,Standard,No,MATCH,1996-07-12,MYLAN INSTITUTIONAL,ULTIVA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020630,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020630
1996,D1341,Allegra,fexofenadine hydrochloride,Roussel Uclaf (Hoechst Roussel / Hoechst Marion Roussel; Aventis; Sanofi),1996-07-25,N020625,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-07-25,Standard,No,MATCH,1996-07-25,CHATTEM SANOFI,ALLEGRA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020625,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020625
1996,D1342,Cerebyx,fosphenytoin sodium,Parke-Davis (Warner-Lambert Co. division; Pfizer Jun-2000),1996-08-05,N020450,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-08-05,Standard,No,MATCH,1996-08-05,PARKE DAVIS,CEREBYX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020450,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020450
1996,D1343,Verluma,nofetumomab,Boehringer Ingelheim (private),1996-08-20,N103582,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-08-20,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103582),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103582,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103582
1996,D1344,Ivy Block,bentoquatam,Enviroderm,1996-08-26,N020532,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-08-26,Priority,No,MATCH,1996-08-26,STAND HOMEOPATH,IVY BLOCK,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020532,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020532
1996,D1345,Feridex,ferumoxides,Advanced Magnetics Inc. (renamed AMAG Pharmaceuticals),1996-08-30,N020416,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-08-30,Standard,No,MATCH,1996-08-30,AMAG PHARMS INC,FERIDEX I.V.,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020416,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020416
1996,D1346,Alphagan,brimonidine tartrate,Allergan (acquired by AbbVie 2020),1996-09-06,N020613,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-06,Standard,No,MATCH,1996-09-06,ALLERGAN,ALPHAGAN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020613,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020613
1996,D1347,ProAmatine,midodrine hydrochloride,Roberts Pharmaceutical Corp. (acquired by Shire 1999),1996-09-06,N019815,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-06,Priority,Yes,MATCH,1996-09-06,TAKEDA PHARMS USA,PROAMATINE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019815,https://api.fda.gov/drug/drugsfda.json?search=application_number:N019815
1996,D1348,Meretek UBT,13 C Urea,Meretek,1996-09-17,N020586,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-17,Standard,No,MATCH,1996-09-17,OTSUKA AMERICA,MERETEK UBT KIT (W/ PRANACTIN),TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020586,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020586
1996,D1349,Nilandron,nilutamide,Roussel Uclaf (Hoechst Roussel / Hoechst Marion Roussel; Aventis; Sanofi),1996-09-19,N020169,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-19,Standard,No,MATCH,1996-09-19,ADVANZ PHARMA,NILANDRON,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020169,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020169
1996,D1350,Denavir,penciclovir,Beecham Group / SmithKline Beecham (GSK from Dec-2000),1996-09-24,N020629,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-24,Standard,No,MATCH,1996-09-24,MYLAN,DENAVIR,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020629,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020629
