decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1982-16,1982,NDA 018602,Cardizem,diltiazem hydrochloride,Marion Laboratories (original product lineage; current Drugs@FDA holder Bausch),Marion/Merrell Dow historical lineage; no 1982 event ticker asserted.,APPROVAL (ORIGINAL NDA),1982-11-05,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Management of chronic stable angina and angina due to coronary artery spasm (per FDA label); later formulations carry hypertension indications.,Non-dihydropyridine calcium-channel blocker and major antianginal therapy.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018602,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018602%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-11-05, TYPE 1, STANDARD, holder BAUSCH, product CARDIZEM (DILTIAZEM HYDROCHLORIDE 90MG). FDA label, NDA 018602: https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/018602s063lbl.pdf."
PRE1985-1982-17,1982,BLA 018663,Chymodiactin,chymopapain,Smith Laboratories/Travenol lineage (current BLA holder DisCure Medical),No public US ticker assigned: historical applicant and current holder are preserved separately.,APPROVAL (ORIGINAL BLA),1982-11-10,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Treatment of documented herniated lumbar intervertebral discs whose symptoms/signs, particularly sciatica, did not respond to adequate conservative therapy (per FDA notice).",Enzymatic chemonucleolysis product derived from papaya latex; later withdrawn from sale for reasons other than safety/effectiveness under FDA's determination.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018663,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22BLA018663%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-11-10, TYPE 1, PRIORITY, holder DISCURE MEDICAL, LLC, product CHYMODIACTIN (CHYMOPAPAIN 4,000 UNITS/VIAL). FDA Federal Register notice: https://www.federalregister.gov/documents/2003/01/27/03-1742/determination-that-chymopapain-10000-unitsvial-injection-was-not-withdrawn-from-sale-for-reasons-of."
PRE1985-1982-18,1982,NDA 017892,Halcion,triazolam,The Upjohn Company (original applicant; current Drugs@FDA holder Pfizer),Pfizer Inc. (NYSE: PFE) successor context; no claim that Pfizer was the 1982 applicant.,APPROVAL (ORIGINAL NDA),1982-11-15,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Short-term treatment of insomnia (generally 7 to 10 days under current labeling; original FDA approval history is documented by NIH).,"Short-acting benzodiazepine hypnotic; later FDA/IOM review examined dose, duration, and safety evidence.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017892,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017892%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-11-15, TYPE 1, PRIORITY, holder PFIZER, product HALCION (TRIAZOLAM 0.125MG). NIH/National Academies review of FDA evidence: https://www.ncbi.nlm.nih.gov/books/NBK233862/ and historical introduction: https://www.ncbi.nlm.nih.gov/books/NBK233849/."
PRE1985-1982-19,1982,NDA 050551,Cefobid,cefoperazone sodium,Pfizer Inc. (current Drugs@FDA holder; original product lineage),Pfizer Inc. (NYSE: PFE),APPROVAL (ORIGINAL NDA),1982-11-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of susceptible respiratory, intra-abdominal, urinary-tract, skin, pelvic, bone/joint and other serious bacterial infections (per FDA label).","Third-generation cephalosporin with broad gram-negative coverage, including selected Pseudomonas activity.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050551,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050551%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-11-18, TYPE 1, STANDARD, holder PFIZER, product CEFOBID (CEFOPERAZONE SODIUM EQ 2GM BASE/VIAL). Pfizer FDA label: https://labeling.pfizer.com/ShowLabeling.aspx?id=1178."
PRE1985-1982-20,1982,NDA 018702,Aclovate,alclometasone dipropionate,Fougera Pharmaceuticals (Drugs@FDA holder),No ticker assigned: historical topical-product ownership is not inferred from a later generic holder.,APPROVAL (ORIGINAL NDA),1982-12-14,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Relief of inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses (per NIH/NCATS record).,"Low-to-medium potency topical corticosteroid, including pediatric use subject to labeling limits.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018702,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018702%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-12-14, TYPE 1, STANDARD, holder FOUGERA, product ACLOVATE (ALCLOMETASONE DIPROPIONATE 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**). NIH/NCATS record: https://drugs.ncats.io/drug/S56PQL4N1V."
PRE1985-1982-21,1982,NDA 018751,Spectazole,econazole nitrate,Ortho-Janssen lineage (current Drugs@FDA holder Alvogen),Johnson & Johnson (NYSE: JNJ) historical product lineage; current holder is not treated as original applicant.,APPROVAL (ORIGINAL NDA),1982-12-23,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Topical treatment of tinea pedis, tinea cruris, tinea corporis, tinea versicolor and cutaneous candidiasis (per FDA review).",Early US topical azole antifungal cream; FDA later reviewed the product as a comparator for newer econazole formulations.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018751,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018751%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-12-23, TYPE 1, STANDARD, holder ALVOGEN, product SPECTAZOLE (ECONAZOLE NITRATE 1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**). FDA clinical review: https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/205175Orig1s000CrossR.pdf; FDA utilization review: https://www.fda.gov/files/advisory%20committees/published/Spectazole-Ecoza-Safety-and-Utilization-Review.pdf."
PRE1985-1982-22,1982,NDA 018757,Calcibind,cellulose sodium phosphate,Mission Pharmacal (Drugs@FDA holder),Mission Pharmacal (private); no public ticker assigned.,APPROVAL (ORIGINAL NDA),1982-12-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Reduction of intestinal calcium absorption in selected hypercalciuria/kidney-stone settings; approval-era detailed label was not retrieved.,Nonabsorbable calcium-binding resin intended to reduce urinary calcium and recurrent stone formation.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018757,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018757%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-12-28, TYPE 1, PRIORITY, holder MISSION PHARMA, product CALCIBIND (CELLULOSE SODIUM PHOSPHATE 300GM/BOT). Pharmacology reference: https://go.drugbank.com/drugs/DB06776. The row leaves the exact approval-era wording qualified rather than importing a current label."
PRE1985-1982-23,1982,NDA 018104,Hylorel,guanadrel sulfate,The Upjohn Company,Pfizer Inc. (NYSE: PFE),APPROVAL (ORIGINAL NDA),1982-12-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Treatment of moderate to severe hypertension,Postganglionic sympathetic neuron blocking agent approved for stepped-care antihypertensive therapy.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018104,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018104%22,Verified,"Approved 1982-12-29; commercially introduced spring 1983. Upjohn merged into Pharmacia & Upjohn (1995), acquired by Pfizer (2003). v13 note (2026-09-18): verified against the 1982 payload (NDA018104 ORIG AP 1982-12-29, TYPE 1, STANDARD, holder PFIZER). Hylorel therefore belongs to Drugs@FDA's 1982 Type-1 enumeration (25 in 1982), not 1983; the v13 launch-era grouping was a boundary artifact; v14 places the row in its actual 1982 approval group. v14 boundary correction (2026-09-18): the row is re-homed from the v13 1983 launch-era group to 1982 because the committed Drugs@FDA payload records NDA018104 ORIG/AP on 1982-12-29. It remains retained, not dropped."
PRE1985-1982-24,1982,NDA 018714,Biltricide,praziquantel,Bayer AG (current Drugs@FDA holder),Bayer AG (OTC: BAYRY ADR; primary Xetra listing; period class not asserted).,APPROVAL (ORIGINAL NDA),1982-12-29,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Treatment of schistosomiasis and clonorchiasis/opisthorchiasis due to specified parasites (per current FDA/DailyMed label; approval year is separately payload-derived).,Broad-spectrum anthelmintic that became a principal treatment for schistosomiasis.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018714,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018714%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-12-29, TYPE 1, PRIORITY, holder BAYER HLTHCARE, product BILTRICIDE (PRAZIQUANTEL 600MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**). DailyMed/FDA label: https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=34ce1cdd-648e-4f1e-8512-bf3d4cc22eb9."
PRE1985-1982-25,1982,NDA 018748,Loprox,ciclopirox,Hoechst/Eurofarma lineage (current Drugs@FDA holder Eurofarma),No US ticker assigned: current and historical topical-antifungal holders are not conflated.,APPROVAL (ORIGINAL NDA),1982-12-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Topical treatment of tinea pedis, tinea cruris, tinea corporis and cutaneous candidiasis (per FDA label/review).",Non-azole topical antifungal; the 1982 approval is documented in later FDA clinical-review tables.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018748,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018748%22,Verified,"v14 2026-09-18 added from the committed openFDA Drugs@FDA payload. Payload: ORIG/AP 1982-12-30, TYPE 1, STANDARD, holder EUROFARMA, product LOPROX (CICLOPIROX 0.77%). FDA clinical review/table: https://www.fda.gov/media/111545/download; FDA label: https://www.accessdata.fda.gov/drugsatfda_docs/label/2003/19824slr009_loprox_lbl.pdf."
PRE1985-1983-09,1983,NDA 018682,TZ-3,tioconazole 1% (cream),Pfizer Inc.,Pfizer Inc. (NYSE: PFE),APPROVAL (ORIGINAL NDA),1983-02-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Treats vaginal yeast infections (per current FDA labeling of tioconazole 6.5% vaginal ointment; the 1983 approval covered the 1% cream),Imidazole-class topical antifungal; tioconazole later became an OTC single-dose vaginal antifungal (current US labeling is OTC).,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018682,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018682%22,Verified,"v13 2026-09-18 added from the Drugs@FDA 1983 Type-1 enumeration. Payload: ORIG AP 1983-02-18, TYPE 1, STANDARD, holder PFIZER, product TZ-3 (tioconazole 1% cream). Indication text from current tioconazole OTC labeling (api.fda.gov/drug/label.json, generic_name tioconazole, accessed 2026-09-18) - current OTC label reads 'treats vaginal yeast infections'."
PRE1985-1983-10,1983,NDA 018225,Bumex,bumetanide,Hoffmann-La Roche Inc. (original applicant); Validus Pharmaceuticals (current Drugs@FDA holder),Roche Holding AG (OTCQX: RHHBY) at origin; application later transferred to Validus Pharmaceuticals,APPROVAL (ORIGINAL NDA),1983-02-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of edema associated with congestive heart failure, hepatic and renal disease, including the nephrotic syndrome (per current FDA labeling of bumetanide)",Potent loop diuretic; 1 mg bumetanide has diuretic potency equivalent to approximately 40 mg furosemide (current labeling).,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018225,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018225%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-02-28, TYPE 1, STANDARD, holder VALIDUS PHARMS, product BUMEX (bumetanide 0.5 mg). Original US introduction by Hoffmann-La Roche per Inpharma Weekly 391:19-20 (1983), 'BUMETANIDE: Diuretic previously available in Europe... now introduced by Roche in the US' (doi 10.1007/BF03303480). Indication quoted from current bumetanide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18)."
PRE1985-1983-05,1983,NDA 050544,Netromycin,netilmicin sulfate,Schering Corporation,"Merck & Co., Inc. (NYSE: MRK)",APPROVAL (ORIGINAL NDA),1983-02-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Treatment of serious gram-negative bacterial infections including bacteremia and septicemia,Semi-synthetic aminoglycoside antibiotic derived from sisomicin with resistance to aminoglycoside-inactivating enzymes.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050544,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050544%22,Verified,Approved 1983-02-28. Schering-Plough merged with Merck & Co. in 2009.
PRE1985-1983-04,1983,NDA 018749,Lithostat,acetohydroxamic acid,Mission Pharmacal Company,Mission Pharmacal (Private),APPROVAL (ORIGINAL NDA),1983-05-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Adjunctive therapy in chronic urea-splitting urinary tract infections and prevention of struvite renal calculi,"HISTORIC FIRST APPROVAL under the Orphan Drug Act of 1983 (P.L. 97-414, enacted Jan 4, 1983); bacterial urease inhibitor.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018749,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018749%22,Verified,Approved 1983-05-31 under the new orphan drug provisions enacted January 1983.
PRE1985-1983-02,1983,NDA 018703,Zantac,ranitidine hydrochloride,Glaxo Inc.,GlaxoSmithKline plc (NYSE: GSK),APPROVAL (ORIGINAL NDA),1983-06-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of active duodenal ulcer, hypersecretory conditions (Zollinger-Ellison), and GERD",Landmark histamine H2-receptor antagonist; became first drug in history to surpass $1B in annual global sales.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018703,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018703%22,Verified,Approved 1983-06-09. Glaxo merged with Wellcome (1995) and SmithKline Beecham (2000) to form GlaxoSmithKline.
PRE1985-1983-11,1983,NDA 018538,Lozol,indapamide,Sanofi Aventis US (current Drugs@FDA holder; original 1983 applicant not pinned to a primary source),Sanofi S.A. (NASDAQ: SNY) (current application holder),APPROVAL (ORIGINAL NDA),1983-07-06,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of hypertension, alone or in combination with other antihypertensive drugs; also salt and fluid retention associated with congestive heart failure (per current FDA labeling)","First of the indoline class of antihypertensive/diuretics (current labeling, Clinical Pharmacology).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018538,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018538%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-07-06, TYPE 1, STANDARD, holder SANOFI AVENTIS US, product LOZOL (indapamide 1.25 mg). NCATS Inxight: 'First approved in 1983 - LOZOL by SANOFI AVENTIS US' (drugs.ncats.io, ApplNo 018538). Original 1983 applicant not identified in any machine-readable primary source this pass - flagged. Indication quoted from current indapamide labeling (api.fda.gov/drug/label.json)."
PRE1985-1983-12,1983,NDA 018513,Chenix,chenodiol (chenodeoxycholic acid),Leadiant Biosciences (current Drugs@FDA holder; original 1983 applicant not pinned to a primary source),"Leadiant Biosciences Inc. (US arm of the Sigma-Tau/Leadiant group, private, Italy)",APPROVAL (ORIGINAL NDA),1983-07-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Approved for use in patients with radiolucent gallstones (per FDA OOPD orphan designation record and NCBI LiverTox),"First bile-acid drug approved for medical dissolution of cholesterol gallstones; received Orphan Drug Act designation 1984-09-21 (FDA OOPD), later largely replaced by ursodiol and laparoscopic surgery.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018513,https://www.accessdata.fda.gov/scripts/opdlisting/oopd/detailedIndex.cfm?cfgridkey=3384,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-07-28, TYPE 1, PRIORITY, holder LEADIANT BIOSCI INC, product CHENIX (chenodiol 250 mg). FDA OOPD record (designation 1984-09-21): trade name Chenix, marketing approval date 07/28/1983, 7-year exclusivity to 07/28/1990. LiverTox (NCBI Bookshelf NBK547907): 'Chenodiol was approved for use in patients with radiolucent gallstones in 1983'. Discontinued 1997 per an AAPC policy document citing the manufacturer; chenodiol later returned to the US market via Manchester Pharmaceuticals (Chenodal, ANDA to Chenix). Original 1983 applicant not pinned - flagged."
PRE1985-1983-03,1983,NDA 050560,Cefizox,ceftizoxime sodium,Fujisawa SmithKline Corp.,Astellas Pharma (OTC: ALPMY) / GSK,APPROVAL (ORIGINAL NDA),1983-09-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of lower respiratory tract, urinary tract, intra-abdominal, skin, and pelvic bacterial infections",Third-generation cephalosporin antibiotic with broad-spectrum bactericidal activity resistant to beta-lactamases.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050560,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050560%22,Verified,Approved 1983-09-15. Fujisawa merged with Yamanouchi in 2005 to form Astellas Pharma.
PRE1985-1983-13,1983,NDA 050558,Zinacef,cefuroxime sodium (injection),Glaxo Inc. (original applicant per secondary histories); PAI Holdings (current Drugs@FDA holder),GlaxoSmithKline plc (NYSE: GSK) at origin; US rights later divested (current holder PAI Holdings/Covis per Drugs@FDA),APPROVAL (ORIGINAL NDA),1983-10-19,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"Treatment of infections caused by susceptible strains of designated organisms: lower respiratory tract infections incl. pneumonia, urinary tract infections, skin and skin-structure infections, septicemia, meningitis, gonorrhea, bone and joint infections; and perioperative prophylaxis (per current FDA labeling of cefuroxime for injection)",Injectable second-generation cephalosporin with beta-lactamase stability; the oral prodrug cefuroxime axetil (Ceftin) followed in 1987.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050558,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050558%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-10-19, TYPE 1, STANDARD, holder PAI HOLDINGS PHARM, product ZINACEF (cefuroxime sodium injection). Cefuroxime discovered and introduced by Glaxo per secondary histories (e.g. Parasite Testing wiki: 'discovered by Glaxo now GlaxoSmithKline and introduced in 1978 as Zinacef... approved by FDA on Oct 19, 1983') and drugs.com New Drug Approvals (ZINACEF, Oct 19 1983) - original-applicant attribution flagged as secondary-sourced. Indication quoted from current cefuroxime sodium labeling (api.fda.gov/drug/label.json, accessed 2026-09-18)."
PRE1985-1983-14,1983,NDA 018768,Vepesid,etoposide (injection),Bristol-Myers Company (original applicant); Corden Pharma (current Drugs@FDA holder),Bristol-Myers Squibb Co. (NYSE: BMY) at origin; application later transferred to Corden Pharma,APPROVAL (ORIGINAL NDA),1983-11-10,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Refractory testicular tumors, in combination therapy with other approved chemotherapeutic agents (initial indication; current labeling also includes first-line small cell lung cancer)",Semisynthetic podophyllotoxin derivative (VP-16); topoisomerase-II inhibitor that became a backbone of testicular-cancer and small-cell lung-cancer chemotherapy; on the WHO Model List of Essential Medicines.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018768,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018768%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-11-10, TYPE 1, PRIORITY, holder CORDEN PHARMA, product VEPESID (etoposide 20 mg/mL). Bristol-Myers licensed etoposide/teniposide development in 1978 and obtained the 1983 approval (ScienceDirect, 'Serendipity in Cancer Drug Discovery'; HemOnc.org: 'November 10, 1983: Initial FDA approval for refractory testicular tumors'). Current-label indication quoted from api.fda.gov/drug/label.json (etoposide, accessed 2026-09-18)."
PRE1985-1983-01,1983,NDA 050573,Sandimmune,cyclosporine,Sandoz Pharmaceuticals,Novartis AG (NYSE: NVS),APPROVAL (ORIGINAL NDA),1983-11-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Prophylaxis of organ rejection in kidney, liver, and heart allogeneic transplants",First calcineurin inhibitor; revolutionized solid organ transplantation worldwide; designated Type 1A (therapeutic gain).,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050573,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050573%22,Verified,NDA 050573 (capsules/oral solution) and NDA 050574 (injection). Approved 1983-11-14. Sandoz merged with Ciba-Geigy in 1996 to form Novartis.
PRE1985-1983-15,1983,NDA 018831,Tracrium,atracurium besylate,Burroughs Wellcome Co. (original applicant); Hospira/Pfizer (current Drugs@FDA holder),"Burroughs Wellcome -> Glaxo Wellcome (1995) -> GlaxoSmithKline plc (NYSE: GSK); application later held by Hospira (Pfizer Inc., NYSE: PFE)",APPROVAL (ORIGINAL NDA),1983-11-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"As an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation (per current labeling)","Intermediate-acting nondepolarizing neuromuscular blocker (BW 33A, Wellcome Foundation) engineered for spontaneous Hofmann elimination - organ-independent clearance.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018831,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018831%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-11-23, TYPE 1, PRIORITY, holder HOSPIRA, product TRACRIUM PRESERVATIVE FREE (atracurium besylate 10 mg/mL). Atracurium developed at the Wellcome Foundation (BW 33A) and first authorized in the UK 1982 by Burroughs Wellcome (secondary histories); US indication text per Sagent prescribing information as indexed by NCATS Inxight (drugs.ncats.io/drug/40AX66P76P) and current labeling. Holder Hospira = Pfizer (2015)."
PRE1985-1983-07,1983,NDA 018413,Furosemide Oral Solution,furosemide,Chartwell RX LLC / Hoechst-Roussel,Sanofi S.A. (NASDAQ: SNY),APPROVAL (ORIGINAL NDA),1983-11-30,NOT STATED,Chemical type not stated in the Drugs@FDA record for this application,NOT STATED,"Edema associated with congestive heart failure, hepatic cirrhosis, and renal disease",First standardized oral solution presentation of loop diuretic furosemide for pediatric and dysphagic clinical use.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018413,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018413%22,Verified,Approved 1983-11-30. Hoechst-Roussel lineage through Aventis to Sanofi. v13 correction (2026-09-18): NDA018413 appears in the 1983 ORIG/AP payload (ORIG AP 1983-11-30) but the Drugs@FDA record carries NO submission_class_code and NO review_priority for the original submission; the v12 'TYPE 5 / STANDARD' claim is not supported by the primary record and is downgraded to NOT STATED. Current Drugs@FDA holder: CHARTWELL RX.
PRE1985-1983-16,1983,NDA 018366,Chymex,bentiromide,Savage Laboratories (current Drugs@FDA holder); marketed at launch by Adria Laboratories (per Pink Sheet 1984),"Savage Laboratories (private; Melville, NY) - no public ticker",APPROVAL (ORIGINAL NDA),1983-12-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Screening test for pancreatic exocrine insufficiency and monitoring the adequacy of supplemental pancreatic therapy (per the FDA-approved labeling quoted by Pink Sheet 1984-01-16),Oral diagnostic peptide (PABA marker cleaved by pancreatic chymotrypsin); the last of the 14 NMEs cleared in 1983 per contemporaneous trade reporting; since withdrawn from the US market.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018366,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018366%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1983-12-29, TYPE 1, STANDARD, holder SAVAGE LABS, product CHYMEX (bentiromide 500 mg/7.5 mL). The Pink Sheet (1984-01-16, 'ADRIA's CHYMEX...'): approval Dec 30 after a 3.5-year review (Drugs@FDA primary record says 1983-12-29), launched by Adria Laboratories, and 'The drug was the last of 14 new molecular entities cleared by the agency during 1983'; the letter approving the drug was signed by Acting Office of Drug Research & Review Director Robert Temple. Indication quoted verbatim from that article's labeling quotes."
PRE1985-1984-01,1984,NDA 018612,Nicorette,nicotine polacrilex,Marion Laboratories / Merrell Dow,Sanofi (SNY) / Haleon plc (NYSE: HLN),APPROVAL (ORIGINAL NDA),1984-01-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Adjunct to smoking cessation programs for the medical treatment of nicotine dependence,HISTORIC FIRST FDA approval of a nicotine replacement therapy (chewing gum); marked FDA recognition of smoking cessation as a medical drug indication.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018612,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018612%22,Verified,"Approved 1984-01-13. Marion Merrell Dow merged with Hoechst (1995), later Aventis, then Sanofi; consumer health spun off to Haleon."
PRE1985-1984-11,1984,NDA 018776,Norcuron,vecuronium bromide,Organon USA Inc. (original applicant; current Drugs@FDA holder),"Organon (Akzo Nobel pharma unit) -> Schering-Plough 2007 -> Merck & Co., Inc. (NYSE: MRK)",APPROVAL (ORIGINAL NDA),1984-04-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,"As an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation (per current labeling)",Intermediate-acting nondepolarizing neuromuscular blocker; more potent than pancuronium with shorter duration and minimal histamine release; a WHO Essential Medicines anesthetic adjunct.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018776,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018776%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-04-30, TYPE 1, STANDARD, holder ORGANON USA INC, product NORCURON (vecuronium bromide 20 mg/vial). DrugPatentWatch NDA index lists 'Organon Usa Inc | NORCURON | 018776-002 | Apr 30, 1984' - holder continuity corroborates Organon as the original applicant. Indication quoted from current vecuronium bromide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18)."
